date,target_slot,issue_date,issue_time,lead_time_hours,pv_forecast_op_kW
2025-01-01,46,2025-01-01,06:00:00,1.8333333333333333,1324.5019
2025-01-01,47,2025-01-01,06:00:00,2.0,1588.7839
2025-01-01,48,2025-01-01,06:00:00,2.1666666666666665,1873.6514666666667
2025-01-01,49,2025-01-01,06:00:00,2.3333333333333335,2158.519033333333
2025-01-01,50,2025-01-01,06:00:00,2.5,2443.3866
2025-01-01,51,2025-01-01,06:00:00,2.6666666666666665,2728.2541666666666
2025-01-01,52,2025-01-01,06:00:00,2.8333333333333335,3013.1217333333334
2025-01-01,53,2025-01-01,06:00:00,3.0,3297.9893
2025-01-01,54,2025-01-01,06:00:00,3.1666666666666665,3530.3623166666666
2025-01-01,55,2025-01-01,06:00:00,3.3333333333333335,3762.7353333333335
2025-01-01,56,2025-01-01,06:00:00,3.5,3995.10835
2025-01-01,57,2025-01-01,06:00:00,3.6666666666666665,4227.481366666667
2025-01-01,58,2025-01-01,06:00:00,3.8333333333333335,4459.854383333333
2025-01-01,59,2025-01-01,06:00:00,4.0,4692.2274
2025-01-01,60,2025-01-01,06:00:00,4.166666666666667,4780.2544
2025-01-01,61,2025-01-01,06:00:00,4.333333333333333,4868.2814
2025-01-01,62,2025-01-01,06:00:00,4.5,4956.3084
2025-01-01,63,2025-01-01,06:00:00,4.666666666666667,5044.3354
2025-01-01,64,2025-01-01,06:00:00,4.833333333333333,5132.3624
2025-01-01,65,2025-01-01,06:00:00,5.0,5220.3894
2025-01-01,66,2025-01-01,06:00:00,5.166666666666667,5196.7743666666665
2025-01-01,67,2025-01-01,06:00:00,5.333333333333333,5173.159333333333
2025-01-01,68,2025-01-01,06:00:00,5.5,5149.5443
2025-01-01,69,2025-01-01,06:00:00,5.666666666666667,5125.929266666667
2025-01-01,70,2025-01-01,06:00:00,5.833333333333333,5102.3142333333335
2025-01-01,71,2025-01-01,06:00:00,6.0,5078.6992
2025-01-01,72,2025-01-01,06:00:00,6.166666666666667,5117.949383333334
2025-01-01,73,2025-01-01,06:00:00,6.333333333333333,5157.199566666667
2025-01-01,74,2025-01-01,06:00:00,6.5,5196.44975
2025-01-01,75,2025-01-01,06:00:00,6.666666666666667,5235.699933333333
2025-01-01,76,2025-01-01,06:00:00,6.833333333333333,5274.950116666667
2025-01-01,77,2025-01-01,12:00:00,1.0,5330.4298
2025-01-01,78,2025-01-01,12:00:00,1.1666666666666667,5200.234483333334
2025-01-01,79,2025-01-01,12:00:00,1.3333333333333333,5070.0391666666665
2025-01-01,80,2025-01-01,12:00:00,1.5,4939.843849999999
2025-01-01,81,2025-01-01,12:00:00,1.6666666666666667,4809.648533333333
2025-01-01,82,2025-01-01,12:00:00,1.8333333333333333,4679.453216666667
2025-01-01,83,2025-01-01,12:00:00,2.0,4549.2579
2025-01-01,84,2025-01-01,12:00:00,2.1666666666666665,4351.970116666666
2025-01-01,85,2025-01-01,12:00:00,2.3333333333333335,4154.682333333333
2025-01-01,86,2025-01-01,12:00:00,2.5,3957.39455
2025-01-01,87,2025-01-01,12:00:00,2.6666666666666665,3760.1067666666668
2025-01-01,88,2025-01-01,12:00:00,2.8333333333333335,3562.818983333333
2025-01-01,89,2025-01-01,12:00:00,3.0,3365.5312
2025-01-01,90,2025-01-01,12:00:00,3.1666666666666665,3055.3119333333334
2025-01-01,91,2025-01-01,12:00:00,3.3333333333333335,2745.0926666666664
2025-01-01,92,2025-01-01,12:00:00,3.5,2434.8734
2025-01-01,93,2025-01-01,12:00:00,3.6666666666666665,2124.6541333333334
2025-01-01,94,2025-01-01,12:00:00,3.8333333333333335,1814.4348666666665
2025-01-01,95,2025-01-01,12:00:00,4.0,1504.2156
2025-01-01,96,2025-01-01,12:00:00,4.166666666666667,1253.9900333333333
2025-01-01,97,2025-01-01,12:00:00,4.333333333333333,1003.7644666666667
2025-01-01,98,2025-01-01,12:00:00,4.5,753.5389
2025-01-01,99,2025-01-01,12:00:00,4.666666666666667,503.3133333333334
2025-01-01,100,2025-01-01,12:00:00,4.833333333333333,253.08776666666654
2025-01-01,101,2025-01-01,12:00:00,5.0,2.8622
2025-01-01,102,2025-01-01,12:00:00,5.166666666666667,2.3851666666666667
2025-01-01,103,2025-01-01,12:00:00,5.333333333333333,1.9081333333333335
2025-01-01,104,2025-01-01,12:00:00,5.5,1.4311
2025-01-01,105,2025-01-01,12:00:00,5.666666666666667,0.9540666666666668
2025-01-01,106,2025-01-01,12:00:00,5.833333333333333,0.4770333333333334
2025-01-01,107,2025-01-01,12:00:00,6.0,0.0
2025-01-01,108,2025-01-01,12:00:00,6.166666666666667,0.0
2025-01-01,109,2025-01-01,12:00:00,6.333333333333333,0.0
2025-01-01,110,2025-01-01,12:00:00,6.5,0.0
2025-01-01,111,2025-01-01,12:00:00,6.666666666666667,0.0
2025-01-01,112,2025-01-01,12:00:00,6.833333333333333,0.0
2025-01-01,113,2025-01-01,18:00:00,1.0,0.0
2025-01-01,114,2025-01-01,18:00:00,1.1666666666666667,0.0
2025-01-01,115,2025-01-01,18:00:00,1.3333333333333333,0.0
2025-01-01,116,2025-01-01,18:00:00,1.5,0.0
2025-01-01,117,2025-01-01,18:00:00,1.6666666666666667,0.0
2025-01-01,118,2025-01-01,18:00:00,1.8333333333333333,0.0
2025-01-01,119,2025-01-01,18:00:00,2.0,0.0
2025-01-01,120,2025-01-01,18:00:00,2.1666666666666665,0.0
2025-01-01,121,2025-01-01,18:00:00,2.3333333333333335,0.0
2025-01-01,122,2025-01-01,18:00:00,2.5,0.0
2025-01-01,123,2025-01-01,18:00:00,2.6666666666666665,0.0
2025-01-01,124,2025-01-01,18:00:00,2.8333333333333335,0.0
2025-01-01,125,2025-01-01,18:00:00,3.0,0.0
2025-01-01,126,2025-01-01,18:00:00,3.1666666666666665,0.0
2025-01-01,127,2025-01-01,18:00:00,3.3333333333333335,0.0
2025-01-01,128,2025-01-01,18:00:00,3.5,0.0
2025-01-01,129,2025-01-01,18:00:00,3.6666666666666665,0.0
2025-01-01,130,2025-01-01,18:00:00,3.8333333333333335,0.0
2025-01-01,131,2025-01-01,18:00:00,4.0,0.0
2025-01-01,132,2025-01-01,18:00:00,4.166666666666667,0.0
2025-01-01,133,2025-01-01,18:00:00,4.333333333333333,0.0
2025-01-01,134,2025-01-01,18:00:00,4.5,0.0
2025-01-01,135,2025-01-01,18:00:00,4.666666666666667,0.0
2025-01-01,136,2025-01-01,18:00:00,4.833333333333333,0.0
2025-01-01,137,2025-01-01,18:00:00,5.0,0.0
2025-01-01,138,2025-01-01,18:00:00,5.166666666666667,0.0
2025-01-01,139,2025-01-01,18:00:00,5.333333333333333,0.0
2025-01-01,140,2025-01-01,18:00:00,5.5,0.0
2025-01-01,141,2025-01-01,18:00:00,5.666666666666667,0.0
2025-01-01,142,2025-01-01,18:00:00,5.833333333333333,0.0
2025-01-01,143,2025-01-01,18:00:00,6.0,0.0
2025-01-02,0,2025-01-01,18:00:00,6.166666666666667,0.0
2025-01-02,1,2025-01-01,18:00:00,6.333333333333333,0.0
2025-01-02,2,2025-01-01,18:00:00,6.5,0.0
2025-01-02,3,2025-01-01,18:00:00,6.666666666666667,0.0
2025-01-02,4,2025-01-01,18:00:00,6.833333333333333,0.0
2025-01-02,5,2025-01-02,00:00:00,1.0,0.0
2025-01-02,6,2025-01-02,00:00:00,1.1666666666666667,0.0
2025-01-02,7,2025-01-02,00:00:00,1.3333333333333333,0.0
2025-01-02,8,2025-01-02,00:00:00,1.5,0.0
2025-01-02,9,2025-01-02,00:00:00,1.6666666666666667,0.0
2025-01-02,10,2025-01-02,00:00:00,1.8333333333333333,0.0
2025-01-02,11,2025-01-02,00:00:00,2.0,0.0
2025-01-02,12,2025-01-02,00:00:00,2.1666666666666665,0.0
2025-01-02,13,2025-01-02,00:00:00,2.3333333333333335,0.0
2025-01-02,14,2025-01-02,00:00:00,2.5,0.0
2025-01-02,15,2025-01-02,00:00:00,2.6666666666666665,0.0
2025-01-02,16,2025-01-02,00:00:00,2.8333333333333335,0.0
2025-01-02,17,2025-01-02,00:00:00,3.0,0.0
2025-01-02,18,2025-01-02,00:00:00,3.1666666666666665,0.0
2025-01-02,19,2025-01-02,00:00:00,3.3333333333333335,0.0
2025-01-02,20,2025-01-02,00:00:00,3.5,0.0
2025-01-02,21,2025-01-02,00:00:00,3.6666666666666665,0.0
2025-01-02,22,2025-01-02,00:00:00,3.8333333333333335,0.0
2025-01-02,23,2025-01-02,00:00:00,4.0,0.0
2025-01-02,24,2025-01-02,00:00:00,4.166666666666667,0.0
2025-01-02,25,2025-01-02,00:00:00,4.333333333333333,0.0
2025-01-02,26,2025-01-02,00:00:00,4.5,0.0
2025-01-02,27,2025-01-02,00:00:00,4.666666666666667,0.0
2025-01-02,28,2025-01-02,00:00:00,4.833333333333333,0.0
2025-01-02,29,2025-01-02,00:00:00,5.0,0.0
2025-01-02,30,2025-01-02,00:00:00,5.166666666666667,0.0
2025-01-02,31,2025-01-02,00:00:00,5.333333333333333,0.0
2025-01-02,32,2025-01-02,00:00:00,5.5,0.0
2025-01-02,33,2025-01-02,00:00:00,5.666666666666667,0.0
2025-01-02,34,2025-01-02,00:00:00,5.833333333333333,0.0
2025-01-02,35,2025-01-02,00:00:00,6.0,0.0
2025-01-02,36,2025-01-02,00:00:00,6.166666666666667,1.0600666666666667
2025-01-02,37,2025-01-02,00:00:00,6.333333333333333,2.1201333333333334
2025-01-02,38,2025-01-02,00:00:00,6.5,3.1802
2025-01-02,39,2025-01-02,00:00:00,6.666666666666667,4.240266666666667
2025-01-02,40,2025-01-02,00:00:00,6.833333333333333,5.300333333333334
2025-01-02,41,2025-01-02,06:00:00,1.0,6.5122
2025-01-02,42,2025-01-02,06:00:00,1.1666666666666667,247.62421666666665
2025-01-02,43,2025-01-02,06:00:00,1.3333333333333333,488.7362333333333
2025-01-02,44,2025-01-02,06:00:00,1.5,729.84825
2025-01-02,45,2025-01-02,06:00:00,1.6666666666666667,970.9602666666666
2025-01-02,46,2025-01-02,06:00:00,1.8333333333333333,1212.0722833333332
2025-01-02,47,2025-01-02,06:00:00,2.0,1453.1843
2025-01-02,48,2025-01-02,06:00:00,2.1666666666666665,1727.5578666666665
2025-01-02,49,2025-01-02,06:00:00,2.3333333333333335,2001.9314333333332
2025-01-02,50,2025-01-02,06:00:00,2.5,2276.305
2025-01-02,51,2025-01-02,06:00:00,2.6666666666666665,2550.6785666666665
2025-01-02,52,2025-01-02,06:00:00,2.8333333333333335,2825.052133333333
2025-01-02,53,2025-01-02,06:00:00,3.0,3099.4257
2025-01-02,54,2025-01-02,06:00:00,3.1666666666666665,3294.42085
2025-01-02,55,2025-01-02,06:00:00,3.3333333333333335,3489.4159999999997
2025-01-02,56,2025-01-02,06:00:00,3.5,3684.41115
2025-01-02,57,2025-01-02,06:00:00,3.6666666666666665,3879.4062999999996
2025-01-02,58,2025-01-02,06:00:00,3.8333333333333335,4074.4014500000003
2025-01-02,59,2025-01-02,06:00:00,4.0,4269.3966
2025-01-02,60,2025-01-02,06:00:00,4.166666666666667,4415.49995
2025-01-02,61,2025-01-02,06:00:00,4.333333333333333,4561.6033
2025-01-02,62,2025-01-02,06:00:00,4.5,4707.70665
2025-01-02,63,2025-01-02,06:00:00,4.666666666666667,4853.81
2025-01-02,64,2025-01-02,06:00:00,4.833333333333333,4999.91335
2025-01-02,65,2025-01-02,06:00:00,5.0,5146.0167
2025-01-02,66,2025-01-02,06:00:00,5.166666666666667,5214.48875
2025-01-02,67,2025-01-02,06:00:00,5.333333333333333,5282.9608
2025-01-02,68,2025-01-02,06:00:00,5.5,5351.43285
2025-01-02,69,2025-01-02,06:00:00,5.666666666666667,5419.9049
2025-01-02,70,2025-01-02,06:00:00,5.833333333333333,5488.37695
2025-01-02,71,2025-01-02,06:00:00,6.0,5556.849
2025-01-02,72,2025-01-02,06:00:00,6.166666666666667,5621.775383333334
2025-01-02,73,2025-01-02,06:00:00,6.333333333333333,5686.701766666667
2025-01-02,74,2025-01-02,06:00:00,6.5,5751.6281500000005
2025-01-02,75,2025-01-02,06:00:00,6.666666666666667,5816.554533333333
2025-01-02,76,2025-01-02,06:00:00,6.833333333333333,5881.480916666666
2025-01-02,77,2025-01-02,12:00:00,1.0,5392.7373
2025-01-02,78,2025-01-02,12:00:00,1.1666666666666667,5292.850583333333
2025-01-02,79,2025-01-02,12:00:00,1.3333333333333333,5192.963866666667
2025-01-02,80,2025-01-02,12:00:00,1.5,5093.07715
2025-01-02,81,2025-01-02,12:00:00,1.6666666666666667,4993.190433333333
2025-01-02,82,2025-01-02,12:00:00,1.8333333333333333,4893.303716666667
2025-01-02,83,2025-01-02,12:00:00,2.0,4793.417
2025-01-02,84,2025-01-02,12:00:00,2.1666666666666665,4513.8124333333335
2025-01-02,85,2025-01-02,12:00:00,2.3333333333333335,4234.207866666667
2025-01-02,86,2025-01-02,12:00:00,2.5,3954.6033
2025-01-02,87,2025-01-02,12:00:00,2.6666666666666665,3674.998733333334
2025-01-02,88,2025-01-02,12:00:00,2.8333333333333335,3395.394166666667
2025-01-02,89,2025-01-02,12:00:00,3.0,3115.7896
2025-01-02,90,2025-01-02,12:00:00,3.1666666666666665,2872.12565
2025-01-02,91,2025-01-02,12:00:00,3.3333333333333335,2628.4617
2025-01-02,92,2025-01-02,12:00:00,3.5,2384.79775
2025-01-02,93,2025-01-02,12:00:00,3.6666666666666665,2141.1338
2025-01-02,94,2025-01-02,12:00:00,3.8333333333333335,1897.46985
2025-01-02,95,2025-01-02,12:00:00,4.0,1653.8059
2025-01-02,96,2025-01-02,12:00:00,4.166666666666667,1379.2509666666667
2025-01-02,97,2025-01-02,12:00:00,4.333333333333333,1104.6960333333334
2025-01-02,98,2025-01-02,12:00:00,4.5,830.1411
2025-01-02,99,2025-01-02,12:00:00,4.666666666666667,555.5861666666667
2025-01-02,100,2025-01-02,12:00:00,4.833333333333333,281.0312333333334
2025-01-02,101,2025-01-02,12:00:00,5.0,6.4763
2025-01-02,102,2025-01-02,12:00:00,5.166666666666667,5.396916666666667
2025-01-02,103,2025-01-02,12:00:00,5.333333333333333,4.3175333333333334
2025-01-02,104,2025-01-02,12:00:00,5.5,3.23815
2025-01-02,105,2025-01-02,12:00:00,5.666666666666667,2.1587666666666667
2025-01-02,106,2025-01-02,12:00:00,5.833333333333333,1.0793833333333334
2025-01-02,107,2025-01-02,12:00:00,6.0,0.0
2025-01-02,108,2025-01-02,12:00:00,6.166666666666667,0.0
2025-01-02,109,2025-01-02,12:00:00,6.333333333333333,0.0
2025-01-02,110,2025-01-02,12:00:00,6.5,0.0
2025-01-02,111,2025-01-02,12:00:00,6.666666666666667,0.0
2025-01-02,112,2025-01-02,12:00:00,6.833333333333333,0.0
2025-01-02,113,2025-01-02,18:00:00,1.0,0.0
2025-01-02,114,2025-01-02,18:00:00,1.1666666666666667,0.0
2025-01-02,115,2025-01-02,18:00:00,1.3333333333333333,0.0
2025-01-02,116,2025-01-02,18:00:00,1.5,0.0
2025-01-02,117,2025-01-02,18:00:00,1.6666666666666667,0.0
2025-01-02,118,2025-01-02,18:00:00,1.8333333333333333,0.0
2025-01-02,119,2025-01-02,18:00:00,2.0,0.0
2025-01-02,120,2025-01-02,18:00:00,2.1666666666666665,0.0
2025-01-02,121,2025-01-02,18:00:00,2.3333333333333335,0.0
2025-01-02,122,2025-01-02,18:00:00,2.5,0.0
2025-01-02,123,2025-01-02,18:00:00,2.6666666666666665,0.0
2025-01-02,124,2025-01-02,18:00:00,2.8333333333333335,0.0
2025-01-02,125,2025-01-02,18:00:00,3.0,0.0
2025-01-02,126,2025-01-02,18:00:00,3.1666666666666665,0.0
2025-01-02,127,2025-01-02,18:00:00,3.3333333333333335,0.0
2025-01-02,128,2025-01-02,18:00:00,3.5,0.0
2025-01-02,129,2025-01-02,18:00:00,3.6666666666666665,0.0
2025-01-02,130,2025-01-02,18:00:00,3.8333333333333335,0.0
2025-01-02,131,2025-01-02,18:00:00,4.0,0.0
2025-01-02,132,2025-01-02,18:00:00,4.166666666666667,0.0
2025-01-02,133,2025-01-02,18:00:00,4.333333333333333,0.0
2025-01-02,134,2025-01-02,18:00:00,4.5,0.0
2025-01-02,135,2025-01-02,18:00:00,4.666666666666667,0.0
2025-01-02,136,2025-01-02,18:00:00,4.833333333333333,0.0
2025-01-02,137,2025-01-02,18:00:00,5.0,0.0
2025-01-02,138,2025-01-02,18:00:00,5.166666666666667,0.0
2025-01-02,139,2025-01-02,18:00:00,5.333333333333333,0.0
2025-01-02,140,2025-01-02,18:00:00,5.5,0.0
2025-01-02,141,2025-01-02,18:00:00,5.666666666666667,0.0
2025-01-02,142,2025-01-02,18:00:00,5.833333333333333,0.0
2025-01-02,143,2025-01-02,18:00:00,6.0,0.0
2025-01-03,0,2025-01-02,18:00:00,6.166666666666667,0.0
2025-01-03,1,2025-01-02,18:00:00,6.333333333333333,0.0
2025-01-03,2,2025-01-02,18:00:00,6.5,0.0
2025-01-03,3,2025-01-02,18:00:00,6.666666666666667,0.0
2025-01-03,4,2025-01-02,18:00:00,6.833333333333333,0.0
2025-01-03,5,2025-01-03,00:00:00,1.0,0.0
2025-01-03,6,2025-01-03,00:00:00,1.1666666666666667,0.0
2025-01-03,7,2025-01-03,00:00:00,1.3333333333333333,0.0
2025-01-03,8,2025-01-03,00:00:00,1.5,0.0
2025-01-03,9,2025-01-03,00:00:00,1.6666666666666667,0.0
2025-01-03,10,2025-01-03,00:00:00,1.8333333333333333,0.0
2025-01-03,11,2025-01-03,00:00:00,2.0,0.0
2025-01-03,12,2025-01-03,00:00:00,2.1666666666666665,0.0
2025-01-03,13,2025-01-03,00:00:00,2.3333333333333335,0.0
2025-01-03,14,2025-01-03,00:00:00,2.5,0.0
2025-01-03,15,2025-01-03,00:00:00,2.6666666666666665,0.0
2025-01-03,16,2025-01-03,00:00:00,2.8333333333333335,0.0
2025-01-03,17,2025-01-03,00:00:00,3.0,0.0
2025-01-03,18,2025-01-03,00:00:00,3.1666666666666665,0.0
2025-01-03,19,2025-01-03,00:00:00,3.3333333333333335,0.0
2025-01-03,20,2025-01-03,00:00:00,3.5,0.0
2025-01-03,21,2025-01-03,00:00:00,3.6666666666666665,0.0
2025-01-03,22,2025-01-03,00:00:00,3.8333333333333335,0.0
2025-01-03,23,2025-01-03,00:00:00,4.0,0.0
2025-01-03,24,2025-01-03,00:00:00,4.166666666666667,0.0
2025-01-03,25,2025-01-03,00:00:00,4.333333333333333,0.0
2025-01-03,26,2025-01-03,00:00:00,4.5,0.0
2025-01-03,27,2025-01-03,00:00:00,4.666666666666667,0.0
2025-01-03,28,2025-01-03,00:00:00,4.833333333333333,0.0
2025-01-03,29,2025-01-03,00:00:00,5.0,0.0
2025-01-03,30,2025-01-03,00:00:00,5.166666666666667,0.0
2025-01-03,31,2025-01-03,00:00:00,5.333333333333333,0.0
2025-01-03,32,2025-01-03,00:00:00,5.5,0.0
2025-01-03,33,2025-01-03,00:00:00,5.666666666666667,0.0
2025-01-03,34,2025-01-03,00:00:00,5.833333333333333,0.0
2025-01-03,35,2025-01-03,00:00:00,6.0,0.0
2025-01-03,36,2025-01-03,00:00:00,6.166666666666667,1.5485333333333333
2025-01-03,37,2025-01-03,00:00:00,6.333333333333333,3.0970666666666666
2025-01-03,38,2025-01-03,00:00:00,6.5,4.6456
2025-01-03,39,2025-01-03,00:00:00,6.666666666666667,6.194133333333333
2025-01-03,40,2025-01-03,00:00:00,6.833333333333333,7.742666666666667
2025-01-03,41,2025-01-03,06:00:00,1.0,10.1517
2025-01-03,42,2025-01-03,06:00:00,1.1666666666666667,265.76416666666665
2025-01-03,43,2025-01-03,06:00:00,1.3333333333333333,521.3766333333333
2025-01-03,44,2025-01-03,06:00:00,1.5,776.9891
2025-01-03,45,2025-01-03,06:00:00,1.6666666666666667,1032.6015666666665
2025-01-03,46,2025-01-03,06:00:00,1.8333333333333333,1288.2140333333332
2025-01-03,47,2025-01-03,06:00:00,2.0,1543.8265
2025-01-03,48,2025-01-03,06:00:00,2.1666666666666665,1843.2816666666665
2025-01-03,49,2025-01-03,06:00:00,2.3333333333333335,2142.7368333333334
2025-01-03,50,2025-01-03,06:00:00,2.5,2442.192
2025-01-03,51,2025-01-03,06:00:00,2.6666666666666665,2741.6471666666666
2025-01-03,52,2025-01-03,06:00:00,2.8333333333333335,3041.1023333333333
2025-01-03,53,2025-01-03,06:00:00,3.0,3340.5575
2025-01-03,54,2025-01-03,06:00:00,3.1666666666666665,3601.022916666667
2025-01-03,55,2025-01-03,06:00:00,3.3333333333333335,3861.4883333333332
2025-01-03,56,2025-01-03,06:00:00,3.5,4121.953750000001
2025-01-03,57,2025-01-03,06:00:00,3.6666666666666665,4382.419166666667
2025-01-03,58,2025-01-03,06:00:00,3.8333333333333335,4642.8845833333335
2025-01-03,59,2025-01-03,06:00:00,4.0,4903.35
2025-01-03,60,2025-01-03,06:00:00,4.166666666666667,5021.870583333333
2025-01-03,61,2025-01-03,06:00:00,4.333333333333333,5140.391166666667
2025-01-03,62,2025-01-03,06:00:00,4.5,5258.91175
2025-01-03,63,2025-01-03,06:00:00,4.666666666666667,5377.432333333333
2025-01-03,64,2025-01-03,06:00:00,4.833333333333333,5495.952916666667
2025-01-03,65,2025-01-03,06:00:00,5.0,5614.4735
2025-01-03,66,2025-01-03,06:00:00,5.166666666666667,5735.246666666667
2025-01-03,67,2025-01-03,06:00:00,5.333333333333333,5856.019833333334
2025-01-03,68,2025-01-03,06:00:00,5.5,5976.793
2025-01-03,69,2025-01-03,06:00:00,5.666666666666667,6097.5661666666665
2025-01-03,70,2025-01-03,06:00:00,5.833333333333333,6218.339333333333
2025-01-03,71,2025-01-03,06:00:00,6.0,6339.1125
2025-01-03,72,2025-01-03,06:00:00,6.166666666666667,6205.525416666667
2025-01-03,73,2025-01-03,06:00:00,6.333333333333333,6071.9383333333335
2025-01-03,74,2025-01-03,06:00:00,6.5,5938.35125
2025-01-03,75,2025-01-03,06:00:00,6.666666666666667,5804.764166666667
2025-01-03,76,2025-01-03,06:00:00,6.833333333333333,5671.177083333334
2025-01-03,77,2025-01-03,12:00:00,1.0,5352.8521
2025-01-03,78,2025-01-03,12:00:00,1.1666666666666667,5279.262133333334
2025-01-03,79,2025-01-03,12:00:00,1.3333333333333333,5205.672166666666
2025-01-03,80,2025-01-03,12:00:00,1.5,5132.0822
2025-01-03,81,2025-01-03,12:00:00,1.6666666666666667,5058.492233333333
2025-01-03,82,2025-01-03,12:00:00,1.8333333333333333,4984.902266666666
2025-01-03,83,2025-01-03,12:00:00,2.0,4911.3123
2025-01-03,84,2025-01-03,12:00:00,2.1666666666666665,4635.333066666666
2025-01-03,85,2025-01-03,12:00:00,2.3333333333333335,4359.353833333333
2025-01-03,86,2025-01-03,12:00:00,2.5,4083.3746
2025-01-03,87,2025-01-03,12:00:00,2.6666666666666665,3807.3953666666666
2025-01-03,88,2025-01-03,12:00:00,2.8333333333333335,3531.416133333333
2025-01-03,89,2025-01-03,12:00:00,3.0,3255.4369
2025-01-03,90,2025-01-03,12:00:00,3.1666666666666665,2966.3940666666667
2025-01-03,91,2025-01-03,12:00:00,3.3333333333333335,2677.3512333333338
2025-01-03,92,2025-01-03,12:00:00,3.5,2388.3084
2025-01-03,93,2025-01-03,12:00:00,3.6666666666666665,2099.265566666667
2025-01-03,94,2025-01-03,12:00:00,3.8333333333333335,1810.2227333333333
2025-01-03,95,2025-01-03,12:00:00,4.0,1521.1799
2025-01-03,96,2025-01-03,12:00:00,4.166666666666667,1269.3519000000001
2025-01-03,97,2025-01-03,12:00:00,4.333333333333333,1017.5239000000001
2025-01-03,98,2025-01-03,12:00:00,4.5,765.6959
2025-01-03,99,2025-01-03,12:00:00,4.666666666666667,513.8679000000001
2025-01-03,100,2025-01-03,12:00:00,4.833333333333333,262.0399
2025-01-03,101,2025-01-03,12:00:00,5.0,10.2119
2025-01-03,102,2025-01-03,12:00:00,5.166666666666667,8.509916666666667
2025-01-03,103,2025-01-03,12:00:00,5.333333333333333,6.807933333333334
2025-01-03,104,2025-01-03,12:00:00,5.5,5.10595
2025-01-03,105,2025-01-03,12:00:00,5.666666666666667,3.4039666666666673
2025-01-03,106,2025-01-03,12:00:00,5.833333333333333,1.7019833333333327
2025-01-03,107,2025-01-03,12:00:00,6.0,0.0
2025-01-03,108,2025-01-03,12:00:00,6.166666666666667,0.0
2025-01-03,109,2025-01-03,12:00:00,6.333333333333333,0.0
2025-01-03,110,2025-01-03,12:00:00,6.5,0.0
2025-01-03,111,2025-01-03,12:00:00,6.666666666666667,0.0
2025-01-03,112,2025-01-03,12:00:00,6.833333333333333,0.0
2025-01-03,113,2025-01-03,18:00:00,1.0,0.0
2025-01-03,114,2025-01-03,18:00:00,1.1666666666666667,0.0
2025-01-03,115,2025-01-03,18:00:00,1.3333333333333333,0.0
2025-01-03,116,2025-01-03,18:00:00,1.5,0.0
