date,month,dayofweek,is_weekend,season,load_sum_kWh,load_mean,load_max,load_min,load_std,load_peak_slot,load_valley_slot,load_peak_valley_diff,pv_sum_kWh,pv_mean,pv_max,pv_peak_slot,pv_gen_slots,pv_sunrise_slot,pv_sunset_slot,price_realtime_mean,price_realtime_max,price_realtime_min,price_realtime_std,price_peak_slot,price_valley_slot,price_peak_valley_diff,net_load_sum_kWh,net_load_max,net_load_min,net_load_positive_slots,forecast_mae,forecast_rmse,forecast_smape,theoretical_arbitrage_typical,shortage_kWh,curtailment_kWh
2025-01-12,1,6,True,Winter,126519.32696666665,5271.63862361111,7376.2661,3322.2707,1318.0938270850872,51,132,4053.9954,35653.438566666664,1485.5599402777777,5661.3299,78,58,43,100,0.9254215277777776,1.6226,0.3872,0.38110401736375915,123,140,1.2354,90865.8884,6395.5057,797.2502000000004,144,245.10268088235293,366.9669014400104,26.57975882054432,627.9259259259259,90865.8884,0.0
2025-01-13,1,0,False,Winter,126980.35978333333,5290.848324305556,7430.66,3180.43,1329.0097754542146,56,134,4250.23,38706.40281666666,1612.7667840277777,6209.8471,75,58,42,99,0.9149201388888889,1.5303,0.3812,0.3727235752908621,114,33,1.1491,88273.95696666665,6421.5705,142.22749999999996,144,268.3973992424243,420.61706772373753,20.99626536360715,627.9259259259259,88273.95696666665,0.0
2025-01-14,1,1,False,Winter,127109.49061666665,5296.228775694444,7427.03,3285.58,1300.9105186472386,47,131,4141.45,37829.17768333333,1576.2157368055555,6219.525,71,58,43,100,0.916901388888889,1.5809,0.3771,0.38315842438849707,123,134,1.2038,89280.31293333333,6369.6794,37.92500000000018,144,105.32310348258699,139.75616001816238,20.600149604991998,627.9259259259259,89280.31293333333,0.0
2025-01-15,1,2,False,Winter,126963.89896666666,5290.162456944444,7507.7254,3199.0136,1346.1415059703108,48,136,4308.7118,36893.55603333333,1537.2315013888888,6093.5776,69,58,43,100,0.9231027777777778,1.5854,0.4052,0.3836765202094887,123,33,1.1802,90070.34293333332,6550.806,287.5097999999998,144,104.04836159420287,147.719603460981,24.887461105462,627.9259259259259,90070.34293333332,0.0
2025-01-16,1,3,False,Winter,126807.76418333333,5283.656840972222,7524.4005,2666.03,1337.011146969946,48,143,4858.370499999999,37733.61273333333,1572.233863888889,6199.3148,72,58,43,100,0.9150513888888889,1.6041,0.3275,0.3818633664380862,123,143,1.2766000000000002,89074.15145,6476.5561,232.58759999999984,144,112.19362608695656,150.82788732177053,25.509565458951517,627.9259259259259,89074.15145,0.0
2025-01-17,1,4,False,Winter,80876.07619999998,3369.836508333333,4658.1401,2257.2766,637.8461585866276,54,0,2400.8634999999995,38186.962733333334,1591.1234472222225,5964.0608,75,59,42,100,0.7245361111111112,1.4338,0.2934,0.32455417697475986,123,132,1.1404,42689.11346666666,3745.2125,-2078.425,113,100.34791859903378,145.23646808110408,24.437439889372133,627.9259259259259,48967.43318333333,0.0
2025-01-18,1,5,True,Winter,81208.0575,3383.6690624999997,4588.0665,2380.98,609.2681394812568,54,137,2207.0865,37965.54848333333,1581.8978534722223,6090.7508,78,59,42,100,0.722370138888889,1.3945,0.2881,0.319258979443375,116,140,1.1064,43242.50901666666,3823.91,-1973.2478999999998,112,170.43417439613523,233.38960978141193,26.133307969833314,627.9259259259259,49229.72451666667,0.0
2025-01-19,1,6,True,Winter,126210.84621666666,5258.785259027778,7413.62,3254.1161,1334.3401529085586,47,132,4159.5039,37527.70675,1563.6544479166669,6244.425,71,59,42,100,0.9176687500000001,1.5934,0.3757,0.375703448273476,123,132,1.2177,88683.13946666665,6435.3826,151.6266999999998,144,66.7413135265701,93.20310990514906,22.935508964496076,627.9259259259259,88683.13946666665,0.0
2025-01-20,1,0,False,Winter,126565.66615,5273.569422916667,7455.2219,3229.07,1338.8609562143872,48,137,4226.151899999999,38498.5896,1604.1079,6597.6375,71,59,42,100,0.9134951388888888,1.5695,0.383,0.37819417762597873,113,135,1.1864999999999999,88067.07655,6424.265600000001,74.27250000000004,144,125.0540009661836,193.452569652148,23.659985291794747,627.9259259259259,88067.07655,0.0
2025-01-21,1,1,False,Winter,125750.14588333332,5239.589411805555,7419.21,3154.5927,1319.3392522814654,59,132,4264.6173,42274.2412,1761.4267166666666,7159.125,68,59,42,100,0.8955743055555554,1.5603,0.3668,0.3764270195979965,123,132,1.1935,83475.90468333333,6308.5125,-701.8917999999994,134,138.29935314009654,210.20283973696226,23.900770128176955,627.9259259259259,84258.40456666666,0.0
2025-01-22,1,2,False,Winter,126679.58855000001,5278.316189583335,7408.7913,3313.1445,1321.9066023892622,51,132,4095.6468,37780.82418333333,1574.201007638889,6052.0204,75,59,42,100,0.9191166666666667,1.5811,0.3719,0.3860961429597447,114,0,1.2092,88898.76436666667,6359.3457,398.9974999999995,144,128.98357922705313,193.03579967406637,23.716669772240955,627.9259259259259,88898.76436666667,0.0
2025-01-23,1,3,False,Winter,126355.43114999999,5264.80963125,7448.7502,2676.97,1340.9034170604825,48,143,4771.780200000001,36789.505549999994,1532.896064583333,5765.1,68,59,42,100,0.9220041666666666,1.6401,0.34,0.37920652617407186,123,132,1.3000999999999998,89565.92559999999,6455.5964,826.0974999999999,144,137.96800893719805,219.66695587165648,24.024767961276517,627.9259259259259,89565.92559999999,0.0
2025-01-24,1,4,False,Winter,80339.53570000001,3347.480654166667,4657.18,2211.69,623.7444566677545,56,131,2445.4900000000002,40510.12255,1687.921772916667,6893.0015,70,59,42,100,0.7098805555555556,1.4135,0.2582,0.32554377194386236,123,131,1.1553,39829.41315,3637.2875,-2806.2275000000004,112,72.68991980676327,99.22812396298998,22.632428824521046,627.9259259259259,48391.69853333333,0.0
2025-01-25,1,5,True,Winter,80632.06428333333,3359.6693451388887,4513.921,2362.2724,600.3378301515531,58,138,2151.6486000000004,42192.488816666664,1758.0203673611113,6893.025,77,59,42,100,0.7049715277777778,1.4005,0.2605,0.32910962499990737,123,132,1.1400000000000001,38439.57546666666,3680.7149999999997,-2790.9303,110,195.5548058685447,303.6533550843281,29.24084626036491,627.9259259259259,48296.86596666668,0.0
2025-01-26,1,6,True,Winter,126385.04865000001,5266.043693750001,7465.2636,3285.6804,1336.7885135244308,51,132,4179.5832,38686.05861666666,1611.9191090277777,6081.515,66,59,42,100,0.916217361111111,1.6006,0.3577,0.378503836772798,123,2,1.2429000000000001,87698.99003333332,6506.019,647.7800000000007,144,149.03276173708915,202.56606040846484,29.1666785856346,627.9259259259259,87698.99003333332,0.0
2025-01-27,1,0,False,Winter,125642.95023333334,5235.122926388889,7208.8447,3329.71,1299.8331437506606,61,137,3879.1346999999996,41448.033449999995,1727.0013937499998,6775.3125,71,59,42,100,0.8984333333333334,1.5717,0.3871,0.3739462535705373,118,132,1.1846,84194.91678333332,6481.8168,-422.53079999999954,139,90.56501995305162,139.0849385421842,27.49183909136765,627.9259259259259,84393.41106666667,0.0
2025-01-28,1,1,False,Winter,126496.61093333332,5270.692122222222,7434.6,3120.32,1325.9936382547835,47,134,4314.280000000001,39516.211566666665,1646.5088152777778,6368.8875,65,59,42,100,0.9057340277777778,1.6056,0.3261,0.376920302674556,113,134,1.2794999999999999,86980.39936666665,6630.473,416.6149999999998,144,119.42866126760568,154.5303872641004,28.44167862502719,627.9259259259259,86980.39936666665,0.0
2025-01-29,1,2,False,Winter,125425.44486666666,5226.060202777778,7546.7527,3196.67,1342.4269301806985,48,134,4350.0827,44040.24381666667,1835.0101590277782,6744.6,68,59,42,100,0.8898159722222222,1.593,0.3689,0.369238241294172,116,141,1.2241,81385.20105,6231.0774,-262.47879999999986,140,257.1763495305164,346.95920934167594,30.83940034896171,627.9259259259259,81515.20405,0.0
2025-01-30,1,3,False,Winter,126011.04994999999,5250.460414583333,7406.3915,2764.86,1346.4010827676118,51,143,4641.531499999999,42268.46716666667,1761.1861319444445,6877.2482,75,59,42,100,0.900129861111111,1.5522,0.3538,0.37856332115388236,120,143,1.1984,83742.58278333333,6374.1001,-477.2029999999995,138,139.46358239436617,200.45538066323905,28.307985711353318,627.9259259259259,83970.14405,0.0
2025-01-31,1,4,False,Winter,80009.91998333333,3333.746665972222,4630.4064,2323.2047,635.6785674743672,54,132,2307.2017,41245.596933333334,1718.566538888889,6402.7778,70,61,41,101,0.7113951388888888,1.4161,0.2432,0.3236349811518454,123,132,1.1728999999999998,38764.32305,3552.155,-2371.8477,111,128.66931220657276,172.1274100664734,28.026448948339112,627.9259259259259,47079.720016666666,0.0
2025-02-01,2,5,True,Winter,76305.20628333333,3179.3835951388887,4422.76,2154.94,576.3483271049122,53,134,2267.82,41927.03034999999,1746.9595979166666,6817.8939,69,60,42,101,0.6514930555555556,1.1766,0.2537,0.2820392849819255,123,11,0.9229,34378.17593333333,3484.94,-2763.7375,109,188.58307370892018,277.3996293518796,28.931816801365994,627.9259259259259,44850.17781666666,0.0
2025-02-02,2,6,True,Winter,121705.97265000001,5071.08219375,7139.7466,3218.53,1303.8275392001663,48,132,3921.2166,43349.6947,1806.2372791666667,6888.0375,71,61,41,101,0.8363881944444445,1.3998,0.3697,0.3254848517838781,48,33,1.0301,78356.27794999999,6301.5851,-800.4175000000005,137,119.22778380281689,154.77721288087488,27.32511151093681,627.9259259259259,78793.4705,0.0
2025-02-03,2,0,False,Winter,122603.769,5108.490375,7168.4724,3093.7,1303.0029984558896,54,140,4074.7724,42386.85249999999,1766.1188541666666,6690.5234,70,61,41,101,0.8447902777777778,1.3447,0.3709,0.3276004630664017,48,5,0.9738,80216.91649999999,6231.2748,-213.76500000000033,140,95.0712036231884,136.70923915419434,21.9443436388328,627.9259259259259,80297.58298333333,0.0
2025-02-04,2,1,False,Winter,121578.09884999998,5065.754118749999,7107.25,3265.9979,1298.1977089892848,50,139,3841.2521,40383.234899999996,1682.6347875000001,6731.0625,71,61,41,101,0.8491895833333333,1.3987,0.381,0.3283932834757633,47,4,1.0177,81194.86395,6147.589,-436.9198000000006,137,163.1027950704225,214.63759235745778,28.336632905948328,627.9259259259259,81513.9123,0.0
2025-02-05,2,2,False,Winter,121991.08443333332,5082.961851388889,7224.4705,3176.95,1283.527527289247,48,131,4047.5205000000005,41242.65745,1718.4440604166666,6428.5545,75,61,41,101,0.8482541666666665,1.3848,0.3423,0.32480267874877145,47,136,1.0425,80748.42698333332,6333.0819,-146.4425000000001,141,112.9317744131455,155.67766373036397,26.345805173335425,627.9259259259259,80789.60933333333,0.0
2025-02-06,2,3,False,Winter,122252.1627,5093.8401125,7370.8801,2446.62,1332.036817074373,48,143,4924.2601,41981.10548333333,1749.2127284722224,6471.7125,77,61,41,101,0.8439645833333334,1.447,0.3228,0.3279608556867149,48,143,1.1242,80271.05721666665,6287.1803,-8.404900000000453,143,145.47352077294693,198.60075604133587,21.54003511361248,627.9259259259259,80272.45803333333,0.0
2025-02-07,2,4,False,Winter,76168.59693333333,3173.691538888889,4434.4978,2118.6366,587.5647044501335,60,132,2315.8612000000003,44362.91726666666,1848.4548861111111,7256.5787,73,61,41,101,0.6440388888888888,1.2102,0.2631,0.2830723851955455,114,132,0.9470999999999999,31805.679666666667,3216.2246999999998,-3720.5847,109,197.13585727699532,287.5147505084973,26.339519552465852,627.9259259259259,44205.082899999994,0.0
2025-02-08,2,5,True,Winter,75746.78751666666,3156.116146527778,4351.2177,2222.3953,578.1726337672349,58,135,2128.8224,44169.624800000005,1840.4010333333338,7088.1,65,61,41,101,0.642351388888889,1.1675,0.2752,0.27951730121117574,123,132,0.8923,31577.162716666666,3210.87,-3159.7200000000003,104,101.64301901408447,134.87080923972064,24.819672546926025,627.9259259259259,43232.71175,0.0
2025-02-09,2,6,True,Winter,121547.90356666665,5064.495981944444,7076.4168,3171.3778,1307.0998355827737,54,135,3905.0389999999998,41992.48759999999,1749.6869833333333,6253.275,74,61,41,101,0.8413840277777778,1.3378,0.3001,0.3247016540590739,48,131,1.0377,79555.41596666665,6138.8163,-109.91499999999996,140,205.74280563380285,288.9036235036965,25.883103504323053,627.9259259259259,79607.84538333333,0.0
2025-02-10,2,0,False,Winter,121477.56451666665,5061.565188194444,7204.3318,3167.0284,1286.132134966131,48,133,4037.3034,47150.926933333336,1964.6219555555556,7364.325,68,61,41,101,0.8180638888888889,1.352,0.3637,0.3178381869638434,48,134,0.9883000000000001,74326.63758333333,6203.4616,-1029.2300000000005,129,149.3759652582159,230.47499125756062,24.25786624601671,627.9259259259259,75778.36535,0.0
2025-02-11,2,1,False,Winter,121441.28161666666,5060.0534006944445,7166.8905,3098.6629,1304.1682962821176,48,132,4068.2276000000006,46220.68448333333,1925.8618534722223,7003.275,71,61,41,101,0.8284923611111111,1.343,0.36,0.3212188505384441,122,143,0.983,75220.59713333333,6113.51,-651.4360000000006,127,109.16565624999996,136.80222168749458,26.63025356202463,627.9259259259259,76202.93678333331,0.0
2025-02-12,2,2,False,Winter,121363.85288333331,5056.827203472221,7161.6182,3045.8569,1297.0263440074716,51,132,4115.7613,46097.116749999994,1920.7131979166666,7315.923,72,61,41,101,0.8264243055555556,1.3314,0.3727,0.3231134660186592,120,14,0.9586999999999999,75266.73613333332,6203.4816,-1075.3881000000001,131,123.585399543379,162.41767678865236,28.397749322505746,627.9259259259259,76631.57463333332,0.0
2025-02-13,2,3,False,Winter,121310.28371666666,5054.595154861111,7014.89,2421.19,1285.1687859457063,56,143,4593.700000000001,49980.80469999999,2082.5335291666665,7680.8224,66,61,41,101,0.8147909722222221,1.3496,0.3026,0.3226040240782741,48,143,1.047,71329.47901666665,6195.9096,-1238.0944,125,126.93405000000001,166.44340270542173,27.799803476838942,627.9259259259259,73521.42235000001,0.0
2025-02-14,2,4,False,Winter,75872.63795,3161.3599145833336,4372.7346,2129.41,581.1888359730774,57,131,2243.3246,46070.83613333333,1919.618172222222,6962.8019,76,61,41,101,0.6311,1.1609,0.2247,0.2701004526939089,110,132,0.9362,29801.801816666662,3358.6035,-3174.3973000000005,102,104.17431575342464,139.16704199883122,27.402703365919855,627.9259259259259,42609.102133333334,0.0
2025-02-15,2,5,True,Winter,76054.55224999998,3168.9396770833328,4277.918,2055.4315,560.2793666007866,54,132,2222.4864999999995,46774.46115,1948.9358812500004,7133.5125,77,62,41,102,0.6378472222222222,1.1564,0.2846,0.2686935007306416,108,135,0.8718000000000001,29280.091099999998,3285.85,-3472.9725,102,112.20437557077626,147.0615791771796,27.609545925246497,627.9259259259259,42635.89363333333,0.0
2025-02-16,2,6,True,Winter,121276.97728333333,5053.207386805556,7088.51,3144.2762,1291.7641203923852,50,132,3944.2338000000004,45899.59818333333,1912.4832576388887,7028.0698,72,63,40,102,0.8303222222222222,1.3733,0.34,0.3254150768326388,48,132,1.0332999999999999,75377.37909999999,6372.5389,-768.8459999999995,136,189.13157442922363,251.27887427544974,29.185045972608563,627.9259259259259,75948.42713333333,0.0
2025-02-17,2,0,False,Winter,120960.37281666664,5040.015534027777,6988.6956,3105.689,1263.8526096251944,48,132,3883.0066,49776.50965,2074.021235416667,7513.7044,67,63,40,102,0.8173527777777777,1.3221,0.3597,0.3115126097065993,116,132,0.9624,71183.86316666666,6214.3521,-1095.8999999999996,124,113.08497694063931,153.2528569522294,26.958060663362975,627.9259259259259,73082.76454999999,0.0
2025-02-18,2,1,False,Winter,121331.27123333333,5055.4696347222225,7206.1836,3054.59,1318.9201108161274,51,134,4151.5936,49239.88345,2051.661810416667,7419.9499,70,63,40,102,0.8145215277777778,1.3605,0.3707,0.3218173927688786,48,2,0.9898,72091.38778333334,6302.4577,-973.5050000000001,129,173.62011689497712,230.02112182233157,28.449089168610325,627.9259259259259,73288.42194999999,0.0
2025-02-19,2,2,False,Winter,121866.79411666666,5077.783088194444,7070.555,3170.8188,1280.049293563833,51,132,3899.7362000000003,48987.46673333332,2041.144447222222,7833.7125,71,63,40,102,0.8164298611111112,1.3304,0.3736,0.3234612798954288,47,33,0.9568000000000001,72879.32738333332,6178.49,-1543.0024999999996,128,151.63981644444448,203.70986791897093,31.270021629192314,627.9259259259259,75154.35691666667,0.0
2025-02-20,2,3,False,Winter,121105.25703333333,5046.052376388889,7196.52,2498.4,1304.5549740338417,50,143,4698.120000000001,50112.12329999999,2088.0051375,7539.824,69,63,40,102,0.8168069444444445,1.3465,0.3079,0.3201143352674871,48,143,1.0386,70993.13373333334,6222.6382,-1220.6745,124,122.03721933333327,168.406458358246,30.409460947532686,627.9259259259259,72792.92208333332,0.0
2025-02-21,2,4,False,Winter,75802.00203333332,3158.4167513888883,4384.8008,2193.9544,577.5625502578857,54,133,2190.8464,50241.74,2093.4058333333332,7515.7143,73,63,40,102,0.62085,1.1504,0.2473,0.26677801646674354,116,132,0.9031000000000001,25560.262033333333,3334.2065,-3802.4675,101,175.10689333333332,235.19570644652248,31.52675445153841,627.9259259259259,41472.251033333334,0.0
2025-02-22,2,5,True,Winter,75682.24226666667,3153.4267611111113,4331.9968,2154.921,558.5431434296236,61,135,2177.0758,47837.47938333333,1993.228307638889,7196.6991,67,63,40,102,0.6352840277777778,1.2217,0.2472,0.2784686854281522,116,66,0.9745,27844.762883333333,3501.77,-3393.3025,101,110.30846735159824,155.7409456842469,25.049709709152896,627.9259259259259,41634.6347,0.0
2025-02-23,2,6,True,Winter,121142.14093333331,5047.589205555555,7208.9983,3051.9814,1294.5729832345514,48,136,4157.0169000000005,49610.287249999994,2067.095302083333,7288.6875,68,63,40,102,0.8153784722222223,1.375,0.3868,0.3184266136405259,48,132,0.9882,71531.85368333333,6201.7534000000005,-867.4025000000001,126,143.52369707207208,197.4046890957378,27.156812676387627,627.9259259259259,72896.99576666666,0.0
2025-02-24,2,0,False,Winter,120628.98855000001,5026.20785625,7050.7951,3179.45,1299.5937100657886,48,134,3871.3451000000005,52425.95493333333,2184.414788888889,7662.6274,72,63,40,102,0.8082493055555555,1.3842,0.3649,0.31601528753773345,48,132,1.0193,68203.03361666665,6382.929300000001,-1541.1089000000002,121,246.63501977777793,361.9578404622727,30.140246307255445,627.9259259259259,71333.93281666665,0.0
2025-02-25,2,1,False,Winter,121093.33288333332,5045.555536805555,7053.8,3114.61,1292.0818674374455,50,134,3939.19,55272.00965,2303.0004020833335,8445.2427,69,63,40,102,0.7940965277777778,1.3107,0.3725,0.31686954925742017,110,143,0.9381999999999999,65821.32323333333,6220.6472,-2087.2402,118,227.53563444444453,388.4581018114429,29.168413613156623,627.9259259259259,70550.58276666666,0.0
2025-02-26,2,2,False,Winter,121060.73411666666,5044.197254861111,7226.31,3002.1912,1294.7069075717638,53,132,4224.1188,52245.886083333324,2176.9119201388885,7896.2644,69,64,39,102,0.8055381944444444,1.3369,0.3378,0.3146843755627066,120,132,0.9991,68814.84803333333,6239.8008,-1345.7259999999997,122,139.35794888888893,188.55926104593263,27.877165623989164,627.9259259259259,71523.06521666667,0.0
2025-02-27,2,3,False,Winter,120599.48893333333,5024.978705555555,7071.6761,2323.87,1323.63441343097,48,143,4747.8061,53642.90473333334,2235.121030555556,8374.7625,68,63,40,102,0.7979118055555556,1.3501,0.3235,0.32264725103572933,48,143,1.0266000000000002,66956.58419999998,6331.4359,-2245.513099999999,122,109.74791933333334,158.4709552923384,26.337002010808458,627.9259259259259,71643.15313333333,0.0
2025-02-28,2,4,False,Winter,75385.10794999999,3141.046164583333,4445.4841,2110.11,580.6094311069561,55,134,2335.3740999999995,52092.5144,2170.5214333333333,7498.554,72,65,39,103,0.6166784722222222,1.1629,0.2409,0.2733558269631589,121,135,0.922,23292.593549999998,3156.8507,-3622.9617,99,189.2267973333333,249.92858578037666,27.407653958084904,627.9259259259259,40462.45056666667,0.0
2025-03-01,3,5,True,Spring,72244.16015,3010.1733395833335,4142.36,2234.1814,494.7060945854339,53,132,1908.1785999999997,48585.39421666665,2024.391425694444,7492.2702,72,65,39,103,0.6142222222222222,1.1576,0.2405,0.2775974757156457,119,75,0.9171,23658.765933333332,3225.63,-3966.9447999999998,100,233.25475022222216,351.01317898127115,27.808647563324566,627.9259259259259,39313.385266666664,0.0
2025-03-02,3,6,True,Spring,117860.41708333333,4910.850711805556,6795.4853,3062.1472,1245.6465281237024,51,132,3733.3381000000004,45502.11001666666,1895.9212506944443,6686.5125,68,65,39,103,0.8122930555555556,1.3111,0.3093,0.3207013279823133,108,131,1.0017999999999998,72358.30706666666,6375.283899999999,-641.4124999999995,137,148.93472044444445,189.9255158591786,26.351778940320823,627.9259259259259,72595.20049999999,0.0
2025-03-03,3,0,False,Spring,117958.74559999998,4914.9477333333325,6791.92,3161.72,1243.0810791974104,56,5,3630.2000000000003,45941.59896666667,1914.233290277778,6971.9847,73,65,39,103,0.81185,1.3164,0.3264,0.32008182083331765,47,33,0.99,72017.14663333332,6242.5553,-1069.7358999999997,127,145.623296969697,227.52515053624245,30.471862987353855,627.9259259259259,73189.57896666665,0.0
2025-03-04,3,1,False,Spring,118139.02498333334,4922.459374305556,6925.7674,3080.3832,1230.024506983121,48,132,3845.3841999999995,48939.56704999999,2039.148627083333,7151.277,78,65,39,103,0.8006277777777778,1.3441,0.3381,0.30964491516692705,48,132,1.006,69199.45793333332,6059.9403,-1115.8274999999994,126,169.03740562770568,236.2184294469766,30.423909521158993,627.9259259259259,70914.67113333334,0.0
2025-03-05,3,2,False,Spring,118073.44383333332,4919.726826388888,6756.2638,3150.2698,1248.2081572374912,48,132,3605.9939999999997,51942.971816666664,2164.2904923611113,7677.225,68,65,39,103,0.7945006944444444,1.3305,0.3644,0.32023238338766385,123,1,0.9661,66130.47201666667,6237.7933,-1706.5374999999995,125,142.7217783549784,183.08305931966376,29.727316094292185,627.9259259259259,68767.90856666668,0.0
2025-03-06,3,3,False,Spring,117673.59855,4903.0666062499995,6885.88,2606.24,1243.5676815205984,53,143,4279.64,51732.94441666667,2155.5393506944447,7499.5431,72,65,39,103,0.7918569444444444,1.3434,0.3327,0.3157125586221067,123,143,1.0107,65940.65413333333,6417.7809,-1441.1648999999998,123,124.07628484848493,179.36932322986814,28.673733567477854,627.9259259259259,68907.43651666667,0.0
2025-03-07,3,4,False,Spring,71680.36145,2986.6817270833335,3889.226,2118.1155,493.6361174197019,57,136,1771.1105000000002,50758.07591666666,2114.919829861111,7968.7764,69,65,39,103,0.6085013888888889,1.1883,0.1545,0.2822907463106132,112,69,1.0337999999999998,20922.285533333332,2975.89,-4372.365,97,137.22876991341988,186.3439443669328,28.876071627596,627.9259259259259,38142.22399999999,0.0
2025-03-08,3,5,True,Spring,72344.71158333334,3014.362982638889,3945.5771,2233.19,489.72087581078125,57,137,1712.3871,53281.572066666675,2220.065502777778,7735.1789,72,66,39,104,0.5972631944444444,1.1729,0.21,0.27065701381155544,123,72,0.9629000000000001,19063.139516666666,3225.68,-4132.3793000000005,97,93.89644264069261,126.81747601217674,27.014822358590827,627.9259259259259,38475.91366666667,0.0
