date,slot,month,season,dayofweek,is_weekend,lead_time_hours,pv_actual_kW,pv_forecast_op_kW,error,abs_error,pct_error
2025-01-01,27,1,Winter,2,False,4.666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,28,1,Winter,2,False,4.833333333333333,0.0,0.0,0.0,0.0,
2025-01-01,29,1,Winter,2,False,5.0,0.0,0.0,0.0,0.0,
2025-01-01,30,1,Winter,2,False,5.166666666666667,0.0021,0.0,-0.0021,0.0021,1.0
2025-01-01,31,1,Winter,2,False,5.333333333333333,0.0,0.0,0.0,0.0,
2025-01-01,32,1,Winter,2,False,5.5,0.0,0.0,0.0,0.0,
2025-01-01,33,1,Winter,2,False,5.666666666666667,0.0299,0.0,-0.0299,0.0299,1.0
2025-01-01,34,1,Winter,2,False,5.833333333333333,0.0,0.0,0.0,0.0,
2025-01-01,35,1,Winter,2,False,6.0,0.0,0.0,0.0,0.0,
2025-01-01,36,1,Winter,2,False,6.166666666666667,0.4169,0.51955,0.10264999999999996,0.10264999999999996,0.24622211561525537
2025-01-01,37,1,Winter,2,False,6.333333333333333,0.0,1.0391,1.0391,1.0391,
2025-01-01,38,1,Winter,2,False,6.5,0.0,1.55865,1.55865,1.55865,
2025-01-01,39,1,Winter,2,False,6.666666666666667,5.8062,2.0782,-3.7279999999999998,3.7279999999999998,0.6420722675760394
2025-01-01,40,1,Winter,2,False,6.833333333333333,0.0,2.5977500000000004,2.5977500000000004,2.5977500000000004,
2025-01-01,41,1,Winter,2,False,1.0,3.075,3.0919,0.016899999999999693,0.016899999999999693,0.005495934959349493
2025-01-01,42,1,Winter,2,False,1.1666666666666667,175.7953,267.3739,91.5786,91.5786,0.5209388419371849
2025-01-01,43,1,Winter,2,False,1.3333333333333333,421.496,531.6559,110.1599,110.1599,0.2613545561523716
2025-01-01,44,1,Winter,2,False,1.5,677.1,795.9379,118.83789999999999,118.83789999999999,0.1755101166740511
2025-01-01,45,1,Winter,2,False,1.6666666666666667,950.8112,1060.2198999999998,109.40869999999984,109.40869999999984,0.1150687959923062
2025-01-01,46,1,Winter,2,False,1.8333333333333333,1255.5705,1324.5019,68.93139999999994,68.93139999999994,0.054900461583001464
2025-01-01,47,1,Winter,2,False,2.0,1592.2875,1588.7839,-3.503600000000006,3.503600000000006,0.002200356405485822
2025-01-01,48,1,Winter,2,False,2.1666666666666665,1937.5212,1873.6514666666667,-63.869733333333215,63.869733333333215,0.03296466295869858
2025-01-01,49,1,Winter,2,False,2.3333333333333335,2225.1261,2158.519033333333,-66.60706666666692,66.60706666666692,0.029934063811784387
2025-01-01,50,1,Winter,2,False,2.5,2490.1125,2443.3866,-46.725900000000365,46.725900000000365,0.018764573889734043
2025-01-01,51,1,Winter,2,False,2.6666666666666665,2826.3146,2728.2541666666666,-98.06043333333355,98.06043333333355,0.03469551242927222
2025-01-01,52,1,Winter,2,False,2.8333333333333335,3122.1315,3013.1217333333334,-109.00976666666656,109.00976666666656,0.034915174670466814
2025-01-01,53,1,Winter,2,False,3.0,3350.9625,3297.9893,-52.973199999999906,52.973199999999906,0.015808353570056336
2025-01-01,54,1,Winter,2,False,3.1666666666666665,3601.7977,3530.3623166666666,-71.43538333333345,71.43538333333345,0.01983325807924566
2025-01-01,55,1,Winter,2,False,3.3333333333333335,3875.6352,3762.7353333333335,-112.89986666666664,112.89986666666664,0.029130674287060513
2025-01-01,56,1,Winter,2,False,3.5,4149.825,3995.10835,-154.71664999999985,154.71664999999985,0.03728269264366566
2025-01-01,57,1,Winter,2,False,3.6666666666666665,4403.4802,4227.481366666667,-175.9988333333331,175.9988333333331,0.039968121880809886
2025-01-01,58,1,Winter,2,False,3.8333333333333335,4624.7505,4459.854383333333,-164.89611666666679,164.89611666666679,0.035655137864554376
2025-01-01,59,1,Winter,2,False,4.0,4836.6375,4692.2274,-144.41010000000006,144.41010000000006,0.02985754049171559
2025-01-01,60,1,Winter,2,False,4.166666666666667,5080.7024,4780.2544,-300.4480000000003,300.4480000000003,0.05913513060713816
2025-01-01,61,1,Winter,2,False,4.333333333333333,5338.7528,4868.2814,-470.47140000000036,470.47140000000036,0.08812384045951713
2025-01-01,62,1,Winter,2,False,4.5,5494.725,4956.3084,-538.4166000000005,538.4166000000005,0.09798790658313208
2025-01-01,63,1,Winter,2,False,4.666666666666667,5437.9778,5044.3354,-393.6423999999997,393.6423999999997,0.07238764380391545
2025-01-01,64,1,Winter,2,False,4.833333333333333,5396.2126,5132.3624,-263.85019999999986,263.85019999999986,0.0488954419623867
2025-01-01,65,1,Winter,2,False,5.0,5372.1,5220.3894,-151.71060000000034,151.71060000000034,0.028240464622773277
2025-01-01,66,1,Winter,2,False,5.166666666666667,5182.9722,5196.7743666666665,13.80216666666638,13.80216666666638,0.002662982963070182
2025-01-01,67,1,Winter,2,False,5.333333333333333,5131.5011,5173.159333333333,41.658233333332646,41.658233333332646,0.008118137855087401
2025-01-01,68,1,Winter,2,False,5.5,5294.775,5149.5443,-145.23070000000007,145.23070000000007,0.027429059780632807
2025-01-01,69,1,Winter,2,False,5.666666666666667,5434.7444,5125.929266666667,-308.8151333333326,308.8151333333326,0.0568223840174218
2025-01-01,70,1,Winter,2,False,5.833333333333333,5455.5011,5102.3142333333335,-353.1868666666669,353.1868666666669,0.06473958307270195
2025-01-01,71,1,Winter,2,False,6.0,5331.7125,5078.6992,-253.01329999999962,253.01329999999962,0.04745441544344329
2025-01-01,72,1,Winter,2,False,6.166666666666667,5126.6533,5117.949383333334,-8.703916666666373,8.703916666666373,0.0016977775085095716
2025-01-01,73,1,Winter,2,False,6.333333333333333,5118.4895,5157.199566666667,38.710066666667444,38.710066666667444,0.007562791066908987
2025-01-01,74,1,Winter,2,False,6.5,5302.575,5196.44975,-106.12525000000005,106.12525000000005,0.02001390833698723
2025-01-01,75,1,Winter,2,False,6.666666666666667,5399.7996,5235.699933333333,-164.09966666666696,164.09966666666696,0.030389954965489265
2025-01-01,76,1,Winter,2,False,6.833333333333333,5377.6488,5274.950116666667,-102.69868333333307,102.69868333333307,0.019097320623342504
2025-01-01,77,1,Winter,2,False,1.0,5261.8125,5330.4298,68.61729999999989,68.61729999999989,0.013040620508617495
2025-01-01,78,1,Winter,2,False,1.1666666666666667,5097.6164,5200.234483333334,102.61808333333374,102.61808333333374,0.020130601300900896
2025-01-01,79,1,Winter,2,False,1.3333333333333333,5029.4534,5070.0391666666665,40.58576666666613,40.58576666666613,0.008069617797167805
2025-01-01,80,1,Winter,2,False,1.5,5043.8625,4939.843849999999,-104.01865000000089,104.01865000000089,0.02062281634362572
2025-01-01,81,1,Winter,2,False,1.6666666666666667,4973.5844,4809.648533333333,-163.9358666666667,163.9358666666667,0.03296131189945559
2025-01-01,82,1,Winter,2,False,1.8333333333333333,4769.7524,4679.453216666667,-90.29918333333353,90.29918333333353,0.018931629099517518
2025-01-01,83,1,Winter,2,False,2.0,4478.625,4549.2579,70.63289999999961,70.63289999999961,0.01577111278573214
2025-01-01,84,1,Winter,2,False,2.1666666666666665,4209.3909,4351.970116666666,142.57921666666607,142.57921666666607,0.03387169784271308
2025-01-01,85,1,Winter,2,False,2.3333333333333335,4060.4316,4154.682333333333,94.2507333333333,94.2507333333333,0.023211998777010134
2025-01-01,86,1,Winter,2,False,2.5,3934.425,3957.39455,22.9695499999998,22.9695499999998,0.005838095782738214
2025-01-01,87,1,Winter,2,False,2.6666666666666665,3648.1229,3760.1067666666668,111.98386666666693,111.98386666666693,0.030696297722499134
2025-01-01,88,1,Winter,2,False,2.8333333333333335,3431.0164,3562.818983333333,131.80258333333313,131.80258333333313,0.038415025743780515
2025-01-01,89,1,Winter,2,False,3.0,3327.3375,3365.5312,38.19369999999981,38.19369999999981,0.011478757414899994
2025-01-01,90,1,Winter,2,False,3.1666666666666665,3139.1175,3055.3119333333334,-83.80556666666644,83.80556666666644,0.02669717417926103
2025-01-01,91,1,Winter,2,False,3.3333333333333335,2860.4253,2745.0926666666664,-115.33263333333343,115.33263333333343,0.0403200997185046
2025-01-01,92,1,Winter,2,False,3.5,2505.0,2434.8734,-70.12660000000005,70.12660000000005,0.027994650698602814
2025-01-01,93,1,Winter,2,False,3.6666666666666665,2089.695,2124.6541333333334,34.959133333333284,34.959133333333284,0.016729299411317577
2025-01-01,94,1,Winter,2,False,3.8333333333333335,1762.1562,1814.4348666666665,52.278666666666595,52.278666666666595,0.029667441891170942
2025-01-01,95,1,Winter,2,False,4.0,1525.8,1504.2156,-21.58439999999996,21.58439999999996,0.01414628391663387
2025-01-01,96,1,Winter,2,False,4.166666666666667,1249.2025,1253.9900333333333,4.787533333333158,4.787533333333158,0.0038324717836645044
2025-01-01,97,1,Winter,2,False,4.333333333333333,968.2219,1003.7644666666667,35.542566666666744,35.542566666666744,0.03670911251508228
2025-01-01,98,1,Winter,2,False,4.5,706.6125,753.5389,46.92640000000006,46.92640000000006,0.06641037343664323
2025-01-01,99,1,Winter,2,False,4.666666666666667,440.4383,503.3133333333334,62.87503333333336,62.87503333333336,0.1427555989870394
2025-01-01,100,1,Winter,2,False,4.833333333333333,180.885,253.08776666666654,72.20276666666655,72.20276666666655,0.3991639255143685
2025-01-01,101,1,Winter,2,False,5.0,2.9625,2.8622,-0.10029999999999983,0.10029999999999983,0.03385654008438813
2025-01-01,102,1,Winter,2,False,5.166666666666667,0.0,2.3851666666666667,2.3851666666666667,2.3851666666666667,
2025-01-01,103,1,Winter,2,False,5.333333333333333,5.9578,1.9081333333333335,-4.049666666666666,4.049666666666666,0.6797251781977687
2025-01-01,104,1,Winter,2,False,5.5,0.0,1.4311,1.4311,1.4311,
2025-01-01,105,1,Winter,2,False,5.666666666666667,0.0,0.9540666666666668,0.9540666666666668,0.9540666666666668,
2025-01-01,106,1,Winter,2,False,5.833333333333333,0.4277,0.4770333333333334,0.049333333333333396,0.049333333333333396,0.11534564726054101
2025-01-01,107,1,Winter,2,False,6.0,0.0,0.0,0.0,0.0,
2025-01-01,108,1,Winter,2,False,6.166666666666667,0.0,0.0,0.0,0.0,
2025-01-01,109,1,Winter,2,False,6.333333333333333,0.0307,0.0,-0.0307,0.0307,1.0
2025-01-01,110,1,Winter,2,False,6.5,0.0,0.0,0.0,0.0,
2025-01-01,111,1,Winter,2,False,6.666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,112,1,Winter,2,False,6.833333333333333,0.0022,0.0,-0.0022,0.0022,1.0
2025-01-01,113,1,Winter,2,False,1.0,0.0,0.0,0.0,0.0,
2025-01-01,114,1,Winter,2,False,1.1666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,115,1,Winter,2,False,1.3333333333333333,0.0,0.0,0.0,0.0,
2025-01-01,116,1,Winter,2,False,1.5,0.0,0.0,0.0,0.0,
2025-01-01,117,1,Winter,2,False,1.6666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,118,1,Winter,2,False,1.8333333333333333,0.0,0.0,0.0,0.0,
2025-01-01,119,1,Winter,2,False,2.0,0.0,0.0,0.0,0.0,
2025-01-01,120,1,Winter,2,False,2.1666666666666665,0.0,0.0,0.0,0.0,
2025-01-01,121,1,Winter,2,False,2.3333333333333335,0.0,0.0,0.0,0.0,
2025-01-01,122,1,Winter,2,False,2.5,0.0,0.0,0.0,0.0,
2025-01-01,123,1,Winter,2,False,2.6666666666666665,0.0,0.0,0.0,0.0,
2025-01-01,124,1,Winter,2,False,2.8333333333333335,0.0,0.0,0.0,0.0,
2025-01-01,125,1,Winter,2,False,3.0,0.0,0.0,0.0,0.0,
2025-01-01,126,1,Winter,2,False,3.1666666666666665,0.0,0.0,0.0,0.0,
2025-01-01,127,1,Winter,2,False,3.3333333333333335,0.0,0.0,0.0,0.0,
2025-01-01,128,1,Winter,2,False,3.5,0.0,0.0,0.0,0.0,
2025-01-01,129,1,Winter,2,False,3.6666666666666665,0.0,0.0,0.0,0.0,
2025-01-01,130,1,Winter,2,False,3.8333333333333335,0.0,0.0,0.0,0.0,
2025-01-01,131,1,Winter,2,False,4.0,0.0,0.0,0.0,0.0,
2025-01-01,132,1,Winter,2,False,4.166666666666667,0.0,0.0,0.0,0.0,
2025-01-01,133,1,Winter,2,False,4.333333333333333,0.0,0.0,0.0,0.0,
2025-01-01,134,1,Winter,2,False,4.5,0.0,0.0,0.0,0.0,
2025-01-01,135,1,Winter,2,False,4.666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,136,1,Winter,2,False,4.833333333333333,0.0,0.0,0.0,0.0,
2025-01-01,137,1,Winter,2,False,5.0,0.0,0.0,0.0,0.0,
2025-01-01,138,1,Winter,2,False,5.166666666666667,0.0,0.0,0.0,0.0,
2025-01-01,139,1,Winter,2,False,5.333333333333333,0.0,0.0,0.0,0.0,
2025-01-01,140,1,Winter,2,False,5.5,0.0,0.0,0.0,0.0,
2025-01-01,141,1,Winter,2,False,5.666666666666667,0.0,0.0,0.0,0.0,
2025-01-01,142,1,Winter,2,False,5.833333333333333,0.0,0.0,0.0,0.0,
2025-01-01,143,1,Winter,2,False,6.0,0.0,0.0,0.0,0.0,
2025-01-02,0,1,Winter,3,False,6.166666666666667,0.0,0.0,0.0,0.0,
2025-01-02,1,1,Winter,3,False,6.333333333333333,0.0,0.0,0.0,0.0,
2025-01-02,2,1,Winter,3,False,6.5,0.0,0.0,0.0,0.0,
2025-01-02,3,1,Winter,3,False,6.666666666666667,0.0,0.0,0.0,0.0,
2025-01-02,4,1,Winter,3,False,6.833333333333333,0.0,0.0,0.0,0.0,
2025-01-02,5,1,Winter,3,False,1.0,0.0,0.0,0.0,0.0,
2025-01-02,6,1,Winter,3,False,1.1666666666666667,0.0,0.0,0.0,0.0,
2025-01-02,7,1,Winter,3,False,1.3333333333333333,0.0,0.0,0.0,0.0,
2025-01-02,8,1,Winter,3,False,1.5,0.0,0.0,0.0,0.0,
2025-01-02,9,1,Winter,3,False,1.6666666666666667,0.0,0.0,0.0,0.0,
2025-01-02,10,1,Winter,3,False,1.8333333333333333,0.0,0.0,0.0,0.0,
2025-01-02,11,1,Winter,3,False,2.0,0.0,0.0,0.0,0.0,
2025-01-02,12,1,Winter,3,False,2.1666666666666665,0.0,0.0,0.0,0.0,
2025-01-02,13,1,Winter,3,False,2.3333333333333335,0.0,0.0,0.0,0.0,
2025-01-02,14,1,Winter,3,False,2.5,0.0,0.0,0.0,0.0,
2025-01-02,15,1,Winter,3,False,2.6666666666666665,0.0,0.0,0.0,0.0,
2025-01-02,16,1,Winter,3,False,2.8333333333333335,0.0,0.0,0.0,0.0,
2025-01-02,17,1,Winter,3,False,3.0,0.0,0.0,0.0,0.0,
2025-01-02,18,1,Winter,3,False,3.1666666666666665,0.0,0.0,0.0,0.0,
2025-01-02,19,1,Winter,3,False,3.3333333333333335,0.0,0.0,0.0,0.0,
2025-01-02,20,1,Winter,3,False,3.5,0.0,0.0,0.0,0.0,
2025-01-02,21,1,Winter,3,False,3.6666666666666665,0.0,0.0,0.0,0.0,
2025-01-02,22,1,Winter,3,False,3.8333333333333335,0.0,0.0,0.0,0.0,
2025-01-02,23,1,Winter,3,False,4.0,0.0,0.0,0.0,0.0,
2025-01-02,24,1,Winter,3,False,4.166666666666667,0.0,0.0,0.0,0.0,
2025-01-02,25,1,Winter,3,False,4.333333333333333,0.0,0.0,0.0,0.0,
2025-01-02,26,1,Winter,3,False,4.5,0.0,0.0,0.0,0.0,
2025-01-02,27,1,Winter,3,False,4.666666666666667,0.0,0.0,0.0,0.0,
2025-01-02,28,1,Winter,3,False,4.833333333333333,0.0,0.0,0.0,0.0,
2025-01-02,29,1,Winter,3,False,5.0,0.0,0.0,0.0,0.0,
2025-01-02,30,1,Winter,3,False,5.166666666666667,0.0022,0.0,-0.0022,0.0022,1.0
2025-01-02,31,1,Winter,3,False,5.333333333333333,0.0,0.0,0.0,0.0,
2025-01-02,32,1,Winter,3,False,5.5,0.0,0.0,0.0,0.0,
2025-01-02,33,1,Winter,3,False,5.666666666666667,0.0307,0.0,-0.0307,0.0307,1.0
2025-01-02,34,1,Winter,3,False,5.833333333333333,0.0,0.0,0.0,0.0,
2025-01-02,35,1,Winter,3,False,6.0,0.0,0.0,0.0,0.0,
2025-01-02,36,1,Winter,3,False,6.166666666666667,0.4279,1.0600666666666667,0.6321666666666668,0.6321666666666668,1.4773701020487655
2025-01-02,37,1,Winter,3,False,6.333333333333333,0.0,2.1201333333333334,2.1201333333333334,2.1201333333333334,
2025-01-02,38,1,Winter,3,False,6.5,0.0,3.1802,3.1802,3.1802,
2025-01-02,39,1,Winter,3,False,6.666666666666667,5.9596,4.240266666666667,-1.7193333333333332,1.7193333333333332,0.2884981094928071
2025-01-02,40,1,Winter,3,False,6.833333333333333,0.0,5.300333333333334,5.300333333333334,5.300333333333334,
2025-01-02,41,1,Winter,3,False,1.0,6.6375,6.5122,-0.1253000000000002,0.1253000000000002,0.018877589453860668
2025-01-02,42,1,Winter,3,False,1.1666666666666667,192.5583,247.62421666666665,55.06591666666665,55.06591666666665,0.28597010186871535
2025-01-02,43,1,Winter,3,False,1.3333333333333333,445.6222,488.7362333333333,43.11403333333328,43.11403333333328,0.0967501918291622
2025-01-02,44,1,Winter,3,False,1.5,701.3625,729.84825,28.485750000000053,28.485750000000053,0.04061487461904515
2025-01-02,45,1,Winter,3,False,1.6666666666666667,976.5695,970.9602666666666,-5.60923333333335,5.60923333333335,0.005743813761676307
2025-01-02,46,1,Winter,3,False,1.8333333333333333,1257.8499,1212.0722833333332,-45.777616666666745,45.777616666666745,0.03639354478357612
2025-01-02,47,1,Winter,3,False,2.0,1536.3375,1453.1843,-83.1532000000002,83.1532000000002,0.05412430536910034
2025-01-02,48,1,Winter,3,False,2.1666666666666665,1820.2924,1727.5578666666665,-92.7345333333335,92.7345333333335,0.05094485552614157
2025-01-02,49,1,Winter,3,False,2.3333333333333335,2132.9788,2001.9314333333332,-131.04736666666668,131.04736666666668,0.06143866346288425
2025-01-02,50,1,Winter,3,False,2.5,2471.7375,2276.305,-195.43250000000035,195.43250000000035,0.07906685074770291
2025-01-02,51,1,Winter,3,False,2.6666666666666665,2797.3932,2550.6785666666665,-246.7146333333335,246.7146333333335,0.08819447810673647
2025-01-02,52,1,Winter,3,False,2.8333333333333335,3047.7556,2825.052133333333,-222.70346666666683,222.70346666666683,0.07307130094902191
2025-01-02,53,1,Winter,3,False,3.0,3267.2625,3099.4257,-167.83680000000004,167.83680000000004,0.051369242599882944
2025-01-02,54,1,Winter,3,False,3.1666666666666665,3546.8485,3294.42085,-252.42765000000009,252.42765000000009,0.07116956080870104
2025-01-02,55,1,Winter,3,False,3.3333333333333335,3726.689,3489.4159999999997,-237.27300000000014,237.27300000000014,0.06366858087701983
2025-01-02,56,1,Winter,3,False,3.5,3844.2375,3684.41115,-159.82635000000028,159.82635000000028,0.04157556602577241
2025-01-02,57,1,Winter,3,False,3.6666666666666665,4096.3408,3879.4062999999996,-216.9345000000003,216.9345000000003,0.052958118133139775
2025-01-02,58,1,Winter,3,False,3.8333333333333335,4283.6623,4074.4014500000003,-209.26084999999966,209.26084999999966,0.04885092132496058
2025-01-02,59,1,Winter,3,False,4.0,4356.1125,4269.3966,-86.71590000000015,86.71590000000015,0.019906717285194112
2025-01-02,60,1,Winter,3,False,4.166666666666667,4491.6281,4415.49995,-76.12814999999955,76.12814999999955,0.016948898774589008
2025-01-02,61,1,Winter,3,False,4.333333333333333,4766.409,4561.6033,-204.8056999999999,204.8056999999999,0.042968553474953555
2025-01-02,62,1,Winter,3,False,4.5,5019.45,4707.70665,-311.74334999999974,311.74334999999974,0.06210707348414662
2025-01-02,63,1,Winter,3,False,4.666666666666667,5019.8625,4853.81,-166.05249999999978,166.05249999999978,0.03307909330185832
2025-01-02,64,1,Winter,3,False,4.833333333333333,5077.3715,4999.91335,-77.45815000000039,77.45815000000039,0.015255560874361938
2025-01-02,65,1,Winter,3,False,5.0,5277.5625,5146.0167,-131.54579999999987,131.54579999999987,0.024925484065797397
2025-01-02,66,1,Winter,3,False,5.166666666666667,5389.699,5214.48875,-175.21024999999918,175.21024999999918,0.03250835529034167
2025-01-02,67,1,Winter,3,False,5.333333333333333,5368.919,5282.9608,-85.95820000000003,85.95820000000003,0.016010336531432124
2025-01-02,68,1,Winter,3,False,5.5,5329.9875,5351.43285,21.445349999999962,21.445349999999962,0.004023527259679307
2025-01-02,69,1,Winter,3,False,5.666666666666667,5412.6331,5419.9049,7.2718000000004395,7.2718000000004395,0.0013434865925053075
2025-01-02,70,1,Winter,3,False,5.833333333333333,5429.3182,5488.37695,59.058750000000146,59.058750000000146,0.01087774704381853
2025-01-02,71,1,Winter,3,False,6.0,5328.3,5556.849,228.54899999999998,228.54899999999998,0.0428934181633917
2025-01-02,72,1,Winter,3,False,6.166666666666667,5248.9495,5621.775383333334,372.8258833333339,372.8258833333339,0.07102866646618221
2025-01-02,73,1,Winter,3,False,6.333333333333333,5219.2319,5686.701766666667,467.46986666666726,467.46986666666726,0.0895667936630038
2025-01-02,74,1,Winter,3,False,6.5,5222.85,5751.6281500000005,528.7781500000001,528.7781500000001,0.10124321969805758
2025-01-02,75,1,Winter,3,False,6.666666666666667,5242.2942,5816.554533333333,574.2603333333327,574.2603333333327,0.1095437057564096
2025-01-02,76,1,Winter,3,False,6.833333333333333,5308.1571,5881.480916666666,573.3238166666661,573.3238166666661,0.10800807245638341
2025-01-02,77,1,Winter,3,False,1.0,5393.2875,5392.7373,-0.5502000000005864,0.5502000000005864,0.00010201570007172553
2025-01-02,78,1,Winter,3,False,1.1666666666666667,5413.5261,5292.850583333333,-120.67551666666714,120.67551666666714,0.022291481455435698
2025-01-02,79,1,Winter,3,False,1.3333333333333333,5337.3076,5192.963866666667,-144.34373333333315,144.34373333333315,0.027044297265784934
2025-01-02,80,1,Winter,3,False,1.5,5168.2125,5093.07715,-75.13534999999956,75.13534999999956,0.014537976137784498
2025-01-02,81,1,Winter,3,False,1.6666666666666667,4960.5615,4993.190433333333,32.62893333333341,32.62893333333341,0.006577669349192306
2025-01-02,82,1,Winter,3,False,1.8333333333333333,4873.504,4893.303716666667,19.799716666667337,19.799716666667337,0.0040627270782310505
2025-01-02,83,1,Winter,3,False,2.0,4791.45,4793.417,1.967000000000553,1.967000000000553,0.0004105229106012904
2025-01-02,84,1,Winter,3,False,2.1666666666666665,4440.5059,4513.8124333333335,73.30653333333339,73.30653333333339,0.01650859946686106
2025-01-02,85,1,Winter,3,False,2.3333333333333335,4102.9755,4234.207866666667,131.23236666666708,131.23236666666708,0.031984682011059314
2025-01-02,86,1,Winter,3,False,2.5,3897.7875,3954.6033,56.81580000000031,56.81580000000031,0.014576423163140707
2025-01-02,87,1,Winter,3,False,2.6666666666666665,3672.4272,3674.998733333334,2.5715333333337185,2.5715333333337185,0.0007002271776371002
2025-01-02,88,1,Winter,3,False,2.8333333333333335,3411.625,3395.394166666667,-16.230833333333067,16.230833333333067,0.004757508030141961
2025-01-02,89,1,Winter,3,False,3.0,3140.175,3115.7896,-24.385400000000118,24.385400000000118,0.0077656181582237025
2025-01-02,90,1,Winter,3,False,3.1666666666666665,2878.1578,2872.12565,-6.0321500000000015,6.0321500000000015,0.0020958371358234776
2025-01-02,91,1,Winter,3,False,3.3333333333333335,2617.8995,2628.4617,10.562199999999848,10.562199999999848,0.004034608662402758
2025-01-02,92,1,Winter,3,False,3.5,2359.9875,2384.79775,24.810249999999996,24.810249999999996,0.010512873479202748
2025-01-02,93,1,Winter,3,False,3.6666666666666665,2119.3514,2141.1338,21.782400000000052,21.782400000000052,0.010277861424962398
2025-01-02,94,1,Winter,3,False,3.8333333333333335,1904.7231,1897.46985,-7.25324999999998,7.25324999999998,0.0038080338291691745
2025-01-02,95,1,Winter,3,False,4.0,1662.6,1653.8059,-8.794099999999844,8.794099999999844,0.005289366053169641
2025-01-02,96,1,Winter,3,False,4.166666666666667,1326.1056,1379.2509666666667,53.14536666666663,53.14536666666663,0.04007627044683819
2025-01-02,97,1,Winter,3,False,4.333333333333333,1011.5001,1104.6960333333334,93.19593333333341,93.19593333333341,0.09213635602540565
2025-01-02,98,1,Winter,3,False,4.5,757.725,830.1411,72.41610000000003,72.41610000000003,0.09557042462634864
2025-01-02,99,1,Winter,3,False,4.666666666666667,494.5646,555.5861666666667,61.02156666666673,61.02156666666673,0.12338442069381175
2025-01-02,100,1,Winter,3,False,4.833333333333333,213.8643,281.0312333333334,67.16693333333339,67.16693333333339,0.31406332582545754
2025-01-02,101,1,Winter,3,False,5.0,6.675,6.4763,-0.19869999999999965,0.19869999999999965,0.029767790262172234
2025-01-02,102,1,Winter,3,False,5.166666666666667,0.0,5.396916666666667,5.396916666666667,5.396916666666667,
2025-01-02,103,1,Winter,3,False,5.333333333333333,6.7246,4.3175333333333334,-2.4070666666666662,2.4070666666666662,0.3579494195441612
2025-01-02,104,1,Winter,3,False,5.5,0.0,3.23815,3.23815,3.23815,
2025-01-02,105,1,Winter,3,False,5.666666666666667,0.0,2.1587666666666667,2.1587666666666667,2.1587666666666667,
2025-01-02,106,1,Winter,3,False,5.833333333333333,0.4828,1.0793833333333334,0.5965833333333334,0.5965833333333334,1.2356738470035902
2025-01-02,107,1,Winter,3,False,6.0,0.0,0.0,0.0,0.0,
2025-01-02,108,1,Winter,3,False,6.166666666666667,0.0,0.0,0.0,0.0,
2025-01-02,109,1,Winter,3,False,6.333333333333333,0.0347,0.0,-0.0347,0.0347,1.0
