date,slot,P_plan_kW,P_em_kW,P_ch_kW,P_dis_kW,E_kWh,P_curt_kW,load_forecast_kW,pv_forecast_kW,load_actual_kW,pv_actual_kW,price
2025-02-01,25,3163.835991666667,0.0,135.96429166666667,0.0,7600.8567212037,0.0,3115.5409250000002,0.0,3027.8717,0.0,0.4389
2025-02-01,26,3358.046666666666,0.0,324.57666666666637,0.0,7621.2513649536995,0.0,3183.9300000000003,0.0,3033.47,0.0,0.4364
2025-02-01,27,3358.456075,0.0,339.07027500000004,0.0,7669.937864953699,0.0,3257.827075,0.0,3019.3858,0.0,0.4393
2025-02-01,28,3581.5884749999996,0.0,564.5079749999995,0.0,7720.798406203699,0.0,3305.4233249999997,0.00025,3017.0819,0.0014,0.4422
2025-02-01,29,3378.399999999999,0.0,380.5499999999993,0.0,7805.474602453699,0.0,3322.52,0.0,2997.85,0.0,0.4395
2025-02-01,30,3353.1509833333334,0.0,420.4494833333333,0.0,7862.5571024536985,0.0,3315.3718,0.00055,2932.7015,0.0,0.4333
2025-02-01,31,3294.2414000000003,0.0,303.14879999999994,0.0,7925.624524953699,0.0,3322.605525,0.005125,2991.1125,0.0199,0.4439
2025-02-01,32,3610.6375,0.0,435.2974999999997,0.0,7971.096844953699,0.0,3355.0775000000003,0.0,3175.34,0.0,0.4301
2025-02-01,33,8253.568525,0.0,4969.106625,0.0,8036.391469953698,0.0,3380.1668250000002,0.0098,3284.4619,0.0,0.3713
2025-02-01,34,2898.4607960000353,0.0,0.0,288.6262039999647,8781.757463703698,0.0,3339.943,0.07135,3187.3644,0.2774,0.5708
2025-02-01,35,0.0,0.0,0.0,3065.9,8728.308166666668,0.0,3289.555,0.0,3065.9,0.0,0.9099
2025-02-01,36,0.0,0.0,0.0,3211.1231,8160.548907407408,0.0,3339.5325999999995,0.13677499999999998,3211.1231,0.0,0.9368
2025-02-01,37,0.0,0.0,0.0,3200.132,7565.896481481482,0.0,3353.66435,0.993825,3203.9961,3.8641,0.8758
2025-02-01,38,0.0,0.0,0.0,3027.12,6973.279444444444,0.0,3309.9175,0.0,3027.12,0.0,0.8759
2025-02-01,39,0.0,0.0,0.0,3117.3221,6412.701666666667,0.0,3351.236825,1.90505,3117.3221,0.0,0.8601
2025-02-01,40,0.0,0.0,0.0,3308.8804999999998,5835.419796296296,0.0,3563.327725,17.091025000000002,3398.49,89.6095,0.8442
2025-02-01,41,0.0,0.0,0.0,3312.25,5222.664148148148,0.0,3823.125,105.946875,3652.75,340.5,0.8334
2025-02-01,42,0.0,0.0,0.0,3087.3482999999997,4609.284518518519,0.0,3897.27295,326.18685,3703.2843,615.936,0.8092
2025-02-01,43,0.0,0.0,0.0,2687.4512999999997,4037.553351851852,0.0,3877.422675,595.9435249999999,3572.3788,884.9275,0.7972
2025-02-01,44,0.0,0.0,0.0,2336.545,3539.877185185185,0.0,3850.1925,867.8625,3477.22,1140.675,0.7644
2025-02-01,45,0.0,0.0,0.0,2265.9224999999997,3107.183666666667,0.0,3819.4372249999997,1151.3662000000002,3654.0022,1388.0797,0.6899
2025-02-01,46,0.0,0.0,0.0,2166.9681,2687.568388888889,0.0,3809.747225,1432.559025,3841.4201,1674.452,0.86
2025-02-01,47,0.0,0.0,0.0,1799.5375000000001,2286.2780000000002,0.0,3810.6749999999997,1708.453125,3803.65,2004.1125,1.1617
2025-02-01,48,0.0,0.0,0.0,1213.3574000000003,1953.0303148148148,0.0,3793.8012,1994.3413249999999,3545.4639,2332.1065,1.1683
2025-02-01,49,0.0,0.0,0.0,778.7556,1728.3345,0.0,3818.4177,2307.31205,3411.349,2632.5934,1.0956
2025-02-01,50,0.0,0.0,0.0,517.7075,1584.1205,0.0,3848.4649999999997,2627.90625,3445.37,2927.6625,1.0849
2025-02-01,51,0.0,0.0,0.0,215.81489999999985,1488.2487407407407,0.0,3820.204675,2915.54925,3467.1139,3251.299,1.061
2025-02-01,52,0.0,0.0,0.0,374.7235999999998,1448.2830185185185,0.0,4011.7731749999994,3191.246,3894.4802,3519.7566,1.043
2025-02-01,53,0.0,0.0,0.0,691.0600000000004,1378.8897592592593,0.0,4370.9375,3464.98125,4422.76,3731.7,1.036
2025-02-01,54,0.0,0.0,0.0,274.94469999999956,1250.915685185185,0.0,4521.69225,3722.33615,4267.5205,3992.5758,1.0147
2025-02-01,55,0.0,0.0,0.0,0.0,1200.0,188.16300000000047,4464.92705,3958.947725,4190.1702,4378.3332,0.9922
2025-02-01,56,0.0,0.0,0.0,0.0,1200.0,370.2049999999999,4378.97,4182.178125,4418.32,4788.525,0.97
2025-02-01,57,0.0,0.0,0.0,0.0,1200.0,630.6486999999997,4434.0782500000005,4397.595725,4399.2754,5029.9241,0.9422
2025-02-01,58,0.0,0.0,-0.0,0.0,1200.0,1021.1835000000001,4461.909625,4570.501175,4182.7342,5203.9177,0.9569
2025-02-01,59,0.0,0.0,0.0,0.0,1200.0,1292.5825,4395.3625,4714.528125,4071.53,5364.1125,0.9977
2025-02-01,60,0.0,0.0,0.0,0.0,1200.0,1202.5058,4340.908525,4891.3814999999995,4268.5932,5471.099,0.9919
2025-02-01,61,0.0,0.0,-0.0,0.0,1200.0,1361.5211,4349.1088500000005,5119.2541,4240.2423,5601.7634,0.9588
2025-02-01,62,0.0,0.0,0.0,0.0,1200.0,1753.3525,4381.9775,5363.746875,4001.96,5755.3125,0.9549
2025-02-01,63,0.0,0.0,-0.0,0.0,1200.0,1806.5264000000002,4354.6067,5557.003275,4072.3226,5878.849,0.9839
2025-02-01,64,0.0,0.0,-0.0,0.0,1200.0,2059.3044000000004,4286.16435,5665.841175,4068.783,6128.0874,0.799
2025-02-01,65,0.0,0.0,-0.0,0.0,1200.0,2444.0999999999995,4261.1775,5762.25,3917.55,6361.65,0.5025
2025-02-01,66,0.0,0.0,-0.0,0.0,1200.0,2330.9008,4333.336025,5947.3368,3946.1661,6277.0669,0.4662
2025-02-01,67,0.0,0.0,834.433007697018,0.0,1200.0,1537.007392302982,4293.762875,6062.9926749999995,3936.6103,6308.0507,0.5007
2025-02-01,68,0.0,0.0,2667.165,0.0,1325.1649511545527,0.0,4207.7425,6079.059375,3927.21,6594.375,0.4827
2025-02-01,69,0.0,0.0,2664.6426,0.0,1725.2397011545527,0.0,4335.836299999999,6120.42075,4153.2513,6817.8939,0.4785
2025-02-01,70,0.0,0.0,2689.604,0.0,2124.9360911545527,0.0,4374.368,6159.124000000001,4080.8969,6770.5009,0.4662
2025-02-01,71,2683.111458333334,0.0,5000.0,0.0,2528.3766911545526,446.8489583333344,4228.8675,6177.721874999999,3840.2,6603.9375,0.4432
2025-02-01,72,2500.2785333333345,0.0,5000.0,0.0,3278.3766911545526,72.12943333333442,4121.64,6198.869999999999,4061.0483,6632.8992,0.4411
2025-02-01,73,2642.138616666667,0.0,5000.0,0.0,4028.3766911545526,200.46221666666725,4122.223275,6204.469225,3978.5628,6536.8864,0.4551
2025-02-01,74,2823.0833333333326,0.0,5000.0,0.0,4778.376691154553,573.4283333333328,4170.4675,6216.0,3564.13,6314.475,0.4463
2025-02-01,75,2826.3958000000007,0.0,5000.0,0.0,5528.376691154553,532.2974000000004,4154.30905,6264.07245,3606.685,6312.5866,0.4113
2025-02-01,76,0.0,0.0,2553.9263,0.0,6278.376691154553,0.0,4103.7299,6221.92965,3800.0122,6353.9385,0.5682
2025-02-01,77,0.0,0.0,2481.26,0.0,6661.465636154553,0.0,4068.79,6091.74375,3832.09,6313.35,0.8279
2025-02-01,78,0.0,0.0,2529.8921,0.0,7033.654636154553,0.0,4070.3257750000002,5990.671725,3716.2454,6246.1375,0.8636
2025-02-01,79,0.0,0.0,2536.3465999999994,0.0,7413.138451154553,0.0,4078.4741,5825.53045,3639.0264,6175.373,0.8416
2025-02-01,80,0.0,0.0,2461.6075,0.0,7793.5904411545525,0.0,4064.7275,5562.825,3642.08,6103.6875,0.8618
2025-02-01,81,0.0,0.0,2354.8543,0.0,8162.831566154552,0.0,4024.7609,5292.0774,3637.91,5992.7643,0.8623
2025-02-01,82,0.0,0.0,1942.2428,0.0,8516.059711154552,0.0,3994.035575,5129.85405,3749.5633,5691.8061,0.9026
2025-02-01,83,0.0,0.0,1401.255,0.0,8807.396131154552,0.0,3982.7174999999997,5004.637499999999,3849.87,5251.125,0.9754
2025-02-01,84,0.0,0.0,1217.4002,0.0,9017.584381154551,0.0,3953.564675,4730.67525,3676.3403,4893.7405,1.0002
2025-02-01,85,0.0,0.0,997.6129000000001,0.0,9200.19441115455,0.0,3828.69935,4434.6132,3619.6065,4617.2194,0.9978
2025-02-01,86,0.0,0.0,699.5299999999997,0.0,9349.83634615455,0.0,3716.9750000000004,4209.01875,3664.87,4364.4,1.0271
2025-02-01,87,0.0,0.0,674.6659000000004,0.0,9454.76584615455,0.0,3803.588675,4017.2377,3429.7385,4104.4044,1.0906
2025-02-01,88,0.0,0.0,562.6034,0.0,9555.96573115455,0.0,3809.58275,3767.6683000000003,3327.5652,3890.1686,0.9376
2025-02-01,89,30.598124999999982,0.0,245.40812499999993,0.0,9640.35624115455,0.0,3712.9425,3463.546875,3473.54,3688.35,0.6694
2025-02-01,90,436.417774999999,0.0,265.84287499999937,0.0,9677.16745990455,0.0,3762.00395,3183.664075,3562.932,3392.3571,0.66
2025-02-01,91,835.9552916666676,0.0,248.3508916666674,0.0,9717.04389115455,0.0,3795.1581250000004,2883.879,3620.2202,3032.6158,0.7217
2025-02-01,92,1140.1333333333341,0.0,192.0283333333341,0.0,9754.29652490455,0.0,3753.8175,2582.025,3651.93,2703.825,0.7308
2025-02-01,93,1263.9986500000005,0.0,165.03655000000026,0.0,9783.10077490455,0.0,3755.171775,2343.854225,3580.7319,2481.7698,0.7534
2025-02-01,94,1443.9398576131698,0.0,279.1115576131697,0.0,9807.85625740455,0.0,3779.3089,2057.9458999999997,3420.6657,2255.8374,0.7823
2025-02-01,95,1498.9552083333326,0.0,180.0427083333327,0.0,9849.722991046525,0.0,3731.2825000000003,1719.965625,3292.5,1973.5875,0.8055
2025-02-01,96,1747.621841666668,0.0,110.17174166666791,0.0,9876.729397296525,0.0,3560.8002250000004,1436.54255,3324.4944,1687.0443,0.8271
2025-02-01,97,2155.234266666667,0.0,243.66696666666712,0.0,9893.255158546526,0.0,3534.904225,1152.1890250000001,3354.2164,1442.6491,0.8519
2025-02-01,98,2591.9518749999997,0.0,427.4868749999996,0.0,9929.805203546526,0.0,3656.8174999999997,852.815625,3378.64,1214.175,0.8791
2025-02-01,99,2827.0370083333323,0.0,278.4334083333324,0.0,9993.928234796525,0.0,3615.6482749999996,587.5267,3481.7178,933.1142,0.9024
2025-02-01,100,2735.735625,0.0,179.09632499999998,0.0,10035.693246046525,0.0,3236.5316000000003,327.491875,3196.9081,640.2688,0.9163
2025-02-01,101,2406.32062974332,0.0,83.87812974332019,0.0,10062.557694796526,0.0,2796.085,107.64375,2680.68,358.2375,0.9264
2025-02-01,102,2649.4280916666658,0.0,143.55159166666544,0.0,10075.139414258023,0.0,2778.8785749999997,16.81725,2601.2611,95.3846,0.9462
2025-02-01,103,2834.014366666666,0.0,195.32956666666587,0.0,10096.672153008023,0.0,2861.046125,1.646725,2638.6848,0.0,0.9742
2025-02-01,104,2869.9808333333335,0.0,253.16083333333336,0.0,10125.971588008022,0.0,2843.1675,0.0,2616.82,0.0,0.9862
2025-02-01,105,2943.145183333334,0.0,271.310883333334,0.0,10163.945713008023,0.0,2827.137025,0.9717749999999999,2675.971,4.1367,0.976
2025-02-01,106,2112.3050342566717,0.0,0.0,527.0507657433282,10204.642345508022,0.0,2799.0345500000003,0.118225,2639.3558,0.0,1.0742
2025-02-01,107,0.0,0.0,0.0,2570.82,10107.04035185185,0.0,2788.16,0.0,2570.82,0.0,1.2313
2025-02-01,108,0.0,0.0,0.0,2724.8103,9630.962574074072,0.0,2855.21505,0.069775,2725.1073,0.297,1.2561
2025-02-01,109,0.0,0.0,0.0,2833.5919,9126.368074074073,0.0,2888.358825,0.008475,2833.5919,0.0,1.2447
2025-02-01,110,0.0,0.0,0.0,2725.01,8601.628833333332,0.0,2847.8,0.0,2725.01,0.0,1.2545
2025-02-01,111,0.0,0.0,0.0,2510.2358,8096.997351851851,0.0,2802.4343,0.005025,2510.2571,0.0213,1.2522
2025-02-01,112,0.0,0.0,0.0,2484.4934,7632.13887037037,0.0,2788.922925,0.000475,2484.4934,0.0,1.2881
2025-02-01,113,0.0,0.0,0.0,2592.83,7172.0475,0.0,2768.41,0.0,2592.83,0.0,1.3466
2025-02-01,114,0.0,0.0,0.0,2544.0847000000003,6691.893796296296,0.0,2691.48915,0.000275,2544.0862,0.0015,1.3523
2025-02-01,115,0.0,0.0,0.0,2654.4748,6220.767,0.0,2720.322675,0.0,2654.4748,0.0,1.3445
2025-02-01,116,0.0,0.0,0.0,2902.48,5729.197592592593,0.0,2821.2775,0.0,2902.48,0.0,1.3483
2025-02-01,117,0.0,0.0,0.0,2887.1068,5191.701296296296,0.0,2797.545425,0.0,2887.1068,0.0,1.349
2025-02-01,118,0.0,0.0,0.0,2668.5956,4657.051888888889,0.0,2789.3574999999996,0.0,2668.5956,0.0,1.3473
2025-02-01,119,0.0,0.0,0.0,2508.57,4162.867518518518,0.0,2843.7825000000003,0.0,2508.57,0.0,1.3482
2025-02-01,120,0.0,0.0,0.0,2620.4431,3698.317518518518,0.0,2856.171675,0.0,2620.4431,0.0,1.3513
2025-02-01,121,0.0,0.0,0.0,2716.1871,3213.0502777777774,0.0,2835.358975,0.0,2716.1871,0.0,1.34
2025-02-01,122,0.0,0.0,0.0,2699.81,2710.0526666666665,0.0,2813.75,0.0,2699.81,0.0,1.3489
2025-02-01,123,0.0,0.0,0.0,2730.4002,2210.0878518518516,0.0,2831.8099500000003,0.0,2730.4002,0.0,1.3952
2025-02-01,124,0.0,0.0,0.0,2724.0742,1704.4581851851851,0.0,2978.9079749999996,0.0,2724.0742,0.0,1.2226
2025-02-01,125,3067.745833333333,0.0,285.9127825102905,0.0,1200.0,25.403050823042577,3118.9525,0.0,2756.43,0.0,0.9332
2025-02-01,126,3025.05845,0.0,40.5338499999998,0.0,1242.8869173765436,0.0,3003.07955,0.0,2984.5246,0.0,0.9068
2025-02-01,127,2802.187675,0.0,0.0,217.511125,1248.9669948765436,0.0,2873.6809749999998,0.0,3019.6988,0.0,0.9371
2025-02-01,128,2850.5283276666664,0.0,0.0,14.811672333333718,1208.6871569135806,0.0,2900.66,0.0,2865.34,0.0,0.9371
2025-02-01,129,2842.7167249999998,0.0,0.0,32.09897500000034,1205.9442546296298,0.0,2987.635825,0.0,2874.8157,0.0,0.9871
2025-02-01,130,2909.1205,0.0,0.0,0.0,1200.0,207.89589999999998,2788.3547,0.0,2701.2246,0.0,0.7764
2025-02-01,131,2565.2425,0.0,0.0,0.0,1200.0,212.73249999999962,2433.1925,0.0,2352.51,0.0,0.4209
2025-02-01,132,2704.9828121399173,0.0,0.0,0.0,1200.0,474.3639121399174,2419.97555,0.0,2230.6189,0.0,0.3859
2025-02-01,133,2267.820941666667,0.0,-0.0,0.0,1200.0,86.35164166666664,2573.555075,0.0,2181.4693,0.0,0.4368
2025-02-01,134,2821.4275,0.0,-0.0,0.0,1200.0,666.4874999999997,2656.4474999999998,0.0,2154.94,0.0,0.4198
2025-02-01,135,2621.883033333333,0.0,119.32633292181285,0.0,1200.0,210.25240041152043,2588.4058999999997,0.0,2292.3043,0.0,0.4186
2025-02-01,136,2583.0124416666663,0.0,80.00194166666643,0.0,1217.898949938272,0.0,2470.012675,0.0,2503.0105,0.0,0.4241
2025-02-01,137,2484.775,0.0,0.0,106.00500000000011,1229.8992411882718,0.0,2425.765,0.0,2590.78,0.0,0.4237
2025-02-01,138,2447.6834583333334,0.0,8.893758333333608,0.0,1210.2686856327164,0.0,2513.381425,0.0,2438.7897,0.0,0.4248
2025-02-01,139,2555.861508333334,0.0,150.1023083333339,0.0,1211.6027493827164,0.0,2606.5166750000003,0.0,2405.7592,0.0,0.424
2025-02-01,140,2486.713333333333,0.0,27.043333333333067,0.0,1234.1180956327164,0.0,2596.67,0.0,2459.67,0.0,0.422
2025-02-01,141,2334.130141666667,0.0,10.709941666666964,0.0,1238.1745956327163,0.0,2553.618475,0.0,2323.4202,0.0,0.424
2025-02-01,142,2787.508916666667,0.0,59.2480166666669,0.0,1239.7810868827164,0.0,2970.09805,0.0,2728.2609,0.0,0.4271
2025-02-01,143,3222.1312373333312,0.0,0.0,262.8087626666688,1248.6682893827165,0.0,3634.1475,0.0,3484.94,0.0,0.4276
2025-02-02,0,8562.845091666666,0.0,4970.860791666666,0.0,1200.0,0.0,3784.032325,0.0,3591.9843,0.0,0.4248
2025-02-02,1,8604.116841666666,0.0,0.0,4026.3972412499993,1945.6291187499999,9140.107182916665,3687.780675,0.0,3490.4069,0.0,0.4245
2025-02-02,2,8554.001666666667,0.0,0.0,-0.0,1200.0,5046.4416666666675,3650.1049999999996,0.0,3507.56,0.0,0.4269
2025-02-02,3,8466.405308333335,0.0,514.2501468107064,0.0,1200.0,4435.5379615226275,3703.4400750000004,0.0,3516.6172,0.0,0.4272
2025-02-02,4,8556.813316666667,0.0,5000.0,0.0,1277.137522021606,33.63211666666666,3717.28845,0.0,3523.1812,0.0,0.4271
2025-02-02,5,8719.8975,0.0,5000.0,0.0,2027.137522021606,143.45749999999907,3694.9275,0.0,3576.44,0.0,0.4285
2025-02-02,6,6708.6551978394955,0.0,3036.3262978394955,0.0,2777.137522021606,0.0,3764.087425,0.0,3672.3289,0.0,0.4311
2025-02-02,7,8752.335725,0.0,5000.0,0.0,3232.5864666975303,162.38992500000086,3862.993925,0.0,3589.9458,0.0,0.4302
2025-02-02,8,8762.595833333333,0.0,5000.0,0.0,3982.5864666975303,329.19583333333276,3894.7725,0.0,3433.4,0.0,0.4279
2025-02-02,9,3811.113599999999,0.0,261.19719999999916,0.0,4732.58646669753,0.0,3817.5425999999998,0.0,3549.9164,0.0,0.4312
2025-02-02,10,3832.530483333333,0.0,86.75628333333316,0.0,4771.76604669753,0.0,3750.47415,0.0,3745.7742,0.0,0.4333
2025-02-02,11,8755.606666666667,0.0,4983.616666666667,0.0,4784.77948919753,0.0,3801.38,0.0,3771.99,0.0,0.4311
2025-02-02,12,8722.821941666667,0.0,5000.0,0.0,5532.3219891975305,128.37724166666703,3972.318375,0.0,3594.4447,0.0,0.4293
2025-02-02,13,4148.457791666668,0.0,477.2942916666675,0.0,6282.3219891975305,0.0,4058.348625,0.0,3671.1635,0.0,0.4324
2025-02-02,14,4056.1708333333336,0.0,173.34083333333365,0.0,6353.916132947531,0.0,4034.5675,0.0,3882.83,0.0,0.4367
2025-02-02,15,3902.5131666666666,0.0,191.30176666666648,0.0,6379.917257947531,0.0,4050.6757,0.0,3711.2114,0.0,0.4348
2025-02-02,16,4125.887000000001,0.0,328.8319000000006,0.0,6408.612522947531,0.0,4035.2117000000003,0.0,3797.0551,0.0,0.4335
2025-02-02,17,4105.440833333334,0.0,8.990833333334194,0.0,6457.937307947531,0.0,3979.6575,0.0,4096.45,0.0,0.4357
2025-02-02,18,4009.432274999999,0.0,107.68467499999906,0.0,6459.285932947531,0.0,3982.171875,0.0,3901.7476,0.0,0.4374
2025-02-02,19,4104.727016666666,0.0,353.02481666666563,0.0,6475.438634197531,0.0,4077.9245499999997,0.0,3751.7022,0.0,0.4371
2025-02-02,20,4288.12,0.0,395.15999999999985,0.0,6528.392356697531,0.0,4135.0,0.0,3892.96,0.0,0.4356
2025-02-02,21,4153.695791666667,0.0,150.27399166666692,0.0,6587.666356697531,0.0,3997.913425,0.0,4003.4218,0.0,0.4353
2025-02-02,22,4073.0816499999996,0.0,121.74864999999954,0.0,6610.207455447531,0.0,3998.17105,0.0,3951.333,0.0,0.436
2025-02-02,23,4195.850833333333,0.0,369.9208333333331,0.0,6628.469752947531,0.0,4163.4775,0.0,3825.93,0.0,0.4378
2025-02-02,24,4244.739825000001,0.0,424.8123250000008,0.0,6683.9578779475305,0.0,4185.0244250000005,0.0,3819.9275,0.0,0.4401
2025-02-02,25,4199.258524999999,0.0,323.8185249999992,0.0,6747.679726697531,0.0,4116.408025,0.0,3875.44,0.0,0.4389
2025-02-02,26,4172.491666666667,0.0,254.70166666666682,0.0,6796.252505447531,0.0,4098.925,0.0,3917.79,0.0,0.4364
2025-02-02,27,4363.0338,0.0,425.5009,0.0,6834.457755447531,0.0,4202.259,0.0,3937.5329,0.0,0.4393
2025-02-02,28,4525.058075,0.0,532.735475,0.0,6898.282890447531,0.0,4248.89295,0.000275,3992.324,0.0014,0.4422
2025-02-02,29,4257.249999999999,0.0,171.04999999999927,0.0,6978.193211697531,0.0,4201.37,0.0,4086.2,0.0,0.4395
2025-02-02,30,4309.449391666666,0.0,163.324791666666,0.0,7003.850711697532,0.0,4196.24945,0.000425,4146.1246,0.0,0.4333
2025-02-02,31,4375.687316666667,0.0,300.3675166666676,0.0,7028.349430447532,0.0,4253.619200000001,0.00555,4075.3387,0.0189,0.4439
2025-02-02,32,9213.26,0.0,5000.0,0.0,7073.404557947531,325.5800000000004,4238.74,0.0,3887.68,0.0,0.4301
2025-02-02,33,8977.9035,0.0,5000.0,0.0,7823.404557947531,176.93530000000055,4104.497975,0.005975,3800.9682,0.0,0.3713
2025-02-02,34,4220.0106000000005,0.0,0.0,122.41779999999926,8573.404557947531,0.0,4594.54545,0.07735,4342.6923,0.2639,0.5708
2025-02-02,35,5195.758333333334,0.0,62.5583333333343,0.0,8550.73459498457,0.0,5429.825,0.0,5133.2,0.0,0.9099
2025-02-02,36,1188.8323331666497,0.0,0.0,4014.66476683335,8560.11834498457,0.0,5525.32425,0.085275,5203.4971,0.0,0.9368
2025-02-02,37,5370.089166666666,0.0,242.07626666666602,0.0,7816.661906682099,0.0,5431.231624999999,1.0772249999999999,5131.6891,3.6762,0.8758
2025-02-02,38,5263.074166666668,0.0,22.064166666667916,0.0,7852.973346682098,0.0,5482.6575,0.0,5241.01,0.0,0.8759
2025-02-02,39,5156.522383333333,0.0,0.0,99.55181666666704,7856.282971682098,0.0,5449.209,1.1875499999999999,5256.0742,0.0,0.8601
2025-02-02,40,5091.0288083333335,0.0,82.50880833333395,0.0,7837.84745007716,0.0,5385.627525,19.01735,5123.0993,114.5793,0.8442
2025-02-02,41,5044.4314583333335,0.0,436.9039583333333,0.0,7850.22377132716,0.0,5377.860000000001,114.34687500000001,4993.59,386.0625,0.8334
2025-02-02,42,4762.143291666666,0.0,349.16139166666653,0.0,7915.75936507716,0.0,5444.77095,325.626325,5070.2148,657.2329,0.8092
2025-02-02,43,4896.250891666667,0.0,644.2060916666669,0.0,7968.13357382716,0.0,5521.6314,572.876575,5192.5144,940.4696,0.7972
2025-02-02,44,4696.201458333334,0.0,756.7414583333343,0.0,8064.76448757716,0.0,5441.67,829.434375,5177.86,1238.4,0.7644
2025-02-02,45,8723.231483333333,0.0,5000.0,0.0,8178.27570632716,128.95218333333287,5247.960125,1126.298875,5107.2798,1513.0005,0.6899
2025-02-02,46,4402.605724999999,0.0,390.7203249999998,0.0,8928.27570632716,0.0,6064.312449999999,1412.237225,5778.338,1766.4526,0.86
2025-02-02,47,511.28083333333325,0.0,0.0,4355.614166666666,8986.88375507716,0.0,7345.3275,1685.475,6861.82,1994.925,1.1617
2025-02-02,48,177.3363500000014,0.0,0.0,4759.651749999999,8180.288539027777,0.0,7337.802775000001,1997.347925,7139.7466,2202.7585,1.1683
2025-02-02,49,0.0,0.0,0.0,4553.2552,7298.871548287037,0.0,7160.4206,2328.982475,7041.3312,2488.076,1.0956
2025-02-02,50,0.0,0.0,0.0,4155.3975,6455.676140879629,0.0,7350.06,2663.409375,7005.21,2849.8125,1.0849
2025-02-02,51,0.0,0.0,0.0,3840.7650000000003,5686.158085324074,0.0,7311.351199999999,2992.221525,7028.9548,3188.1898,1.061
2025-02-02,52,0.0,0.0,0.0,3516.5058000000004,4974.905307546296,0.0,7195.996525,3263.25975,7017.2375,3500.7317,1.043
