slot,load_mean,load_std,pv_mean,pv_std,price_realtime_mean,price_realtime_std,price_typical_mean,net_load_mean
32,3579.7045479452054,496.0126313546111,108.97181506849316,179.78664964144593,0.4300843835616438,0.059196321281470426,0.43010000000000004,3470.7327328767124
33,3486.1190468493155,444.6333568703718,184.16027835616438,267.5958966891411,0.3712602739726027,0.055842756915509946,0.3713000000000001,3301.9587684931507
34,3823.899358356164,637.7378393716799,277.05815561643834,365.2280088857035,0.5708342465753424,0.07515074926545189,0.5708,3546.841202739726
35,4398.072712328767,988.1743625878303,388.5494178082192,469.11959129493897,0.9098520547945206,0.11037333338453897,0.9098999999999999,4009.523294520548
36,4454.012273424658,1029.7694330436339,521.280288219178,573.8174429355524,0.9368282191780821,0.11848644958161803,0.9367999999999999,3932.7319852054793
37,4371.791907945206,968.7580585070068,672.7677304109588,679.6973009203598,0.8758098630136986,0.11891373806358932,0.8758000000000001,3699.0241775342465
38,4392.952958904109,979.898307601978,844.226095890411,783.5163043160737,0.8758632876712328,0.12666122948675176,0.8759,3548.7268630136987
39,4384.595549863014,1005.0072042079576,1039.6744279452055,876.9434991985631,0.8601454794520548,0.13353775513620186,0.8600999999999999,3344.9211219178087
40,4434.775704657534,916.6727617321186,1259.3374832876711,963.614154254706,0.8441986301369863,0.13122026705935835,0.8442,3175.438221369863
41,4523.45605479452,767.7846741571863,1508.6317808219178,1032.4978330120273,0.8334449315068493,0.1236734176747359,0.8334,3014.824273972603
42,4524.072086027397,746.1905256095445,1791.41066739726,1058.5558123911221,0.8091994520547945,0.1257390407682725,0.8092,2732.661418630137
43,4545.886743561644,791.2253912384964,2085.4864824657534,1065.5447269658293,0.7971865753424657,0.1306301906715589,0.7972,2460.4002610958905
44,4523.241780821918,777.3354103605416,2381.261095890411,1069.7163769145284,0.7644364383561644,0.12906071176947964,0.7644,2141.980684931507
45,4383.356639178082,700.2952102025499,2683.175244657534,1070.2311246361028,0.6898906849315068,0.12293830946848566,0.6899,1700.181394520548
46,4910.459873150685,1018.542086646085,2986.355155342466,1069.6906530138374,0.859966301369863,0.14361391193732564,0.86,1924.104717808219
47,5799.732684931508,1562.6515394862367,3289.2040068493147,1068.2889971122459,1.161682191780822,0.18785244965487344,1.1617,2510.528678082192
48,5884.82604520548,1617.0787927754557,3593.3612498630137,1063.3654511431223,1.1682860273972602,0.19166588071877214,1.1683,2291.4647953424655
49,5748.071280547944,1535.9949854272381,3890.7331731506847,1060.884846037477,1.0956,0.18445803745680905,1.0956,1857.3381073972603
50,5769.05805479452,1572.8366601049545,4181.341746575343,1062.998063338474,1.0849008219178082,0.18881068771662748,1.0849,1587.716308219178
51,5754.210487671234,1594.2526397739316,4471.765715342466,1061.0701112617141,1.061024383561644,0.19121990255875,1.061,1282.4447723287672
52,5824.180742465754,1453.8084412232593,4752.8271715068495,1066.530524145306,1.0430260273972602,0.17902888298146938,1.043,1071.3535709589041
53,5954.260109589041,1253.5131363417404,5021.907431506849,1079.1421866411602,1.0359882191780823,0.16272637148359065,1.036,932.3526780821919
54,5958.969631232876,1236.399889818121,5285.4125512328765,1087.0183583843057,1.014678082191781,0.1611480774627431,1.0147,673.55708
55,5929.555397534246,1258.8571422467332,5543.1742345205475,1100.2400535206182,0.9922032876712329,0.1640918800521573,0.9921999999999999,386.38116301369865
56,5923.782767123287,1239.985427862915,5788.409280821918,1111.3501523200941,0.9700057534246576,0.16267661929978489,0.9700000000000001,135.3734863013698
57,5907.585989589042,1242.9598765894816,6012.130438630137,1098.2666029491752,0.9422043835616439,0.16104587696127487,0.9422,-104.54444904109586
58,5899.126155342466,1253.9795310928869,6216.152788493151,1089.1142227637552,0.9569432876712328,0.17494541626027307,0.9569000000000001,-317.026633150685
59,5902.219589041096,1256.478394806707,6409.594109589041,1096.0515006508022,0.9976506849315068,0.21609219334090077,0.9977,-507.3745205479452
60,5897.479282465753,1255.7406486224568,6599.380772602739,1091.1433365294454,0.9919515068493151,0.21967130497601653,0.9919,-701.9014901369862
61,5886.756810136986,1250.7896648274286,6766.720371232877,1076.8152279652031,0.95878,0.2091232439611512,0.9588,-879.9635610958904
62,5873.470767123288,1245.4517400638138,6914.592328767124,1074.6404627467828,0.9548854794520548,0.213682860627466,0.9549,-1041.1215616438355
63,5858.030780547945,1245.5607827717456,7064.205336164383,1088.6126878384346,0.9839383561643835,0.22368199183174728,0.9839,-1206.1745556164385
64,5844.994823287671,1250.1937652296222,7197.431476438357,1098.2028167661624,0.7990120547945206,0.19749136430528258,0.7989999999999999,-1352.4366531506848
65,5839.058739726027,1252.7968833179439,7303.114212328767,1096.994155113653,0.5025016438356164,0.1659794929658554,0.5025,-1464.0554726027399
66,5838.710330410959,1250.4592457681192,7387.684754794521,1095.611030422158,0.4662402739726027,0.15929314256789437,0.4662,-1548.9744243835617
67,5823.4377547945205,1254.8706985881286,7459.226967123287,1098.7641817353915,0.5006649315068493,0.1608818724987074,0.5007,-1635.7892123287672
68,5814.793232876712,1269.1848384899283,7520.719109589041,1112.1904283724605,0.48273972602739723,0.16392469067901397,0.4827000000000001,-1705.925876712329
69,5832.395147123288,1269.8777918469182,7568.2038523287665,1130.6647017500093,0.47846082191780825,0.16335709645087665,0.47850000000000004,-1735.8087052054796
70,5712.900999178082,1194.1257889026417,7592.153902739727,1133.0136496639223,0.4661709589041096,0.15791283250825836,0.4662,-1879.252903561644
71,5519.460657534246,1090.399614757751,7601.043287671232,1130.0537644327208,0.4431909589041096,0.15149768540070266,0.4432,-2081.5826301369866
72,5494.790748767124,1075.8975217424606,7612.3160287671235,1150.774055924669,0.4411427397260274,0.14980035792424368,0.4411,-2117.52528
73,5514.452445753424,1094.2411092028283,7602.6524038356165,1157.8513205263675,0.45507616438356163,0.1527696028196945,0.4551,-2088.1999580821916
74,5485.829041095891,1090.7146597894305,7554.187191780822,1145.1690673972905,0.44629369863013696,0.15287146449872793,0.4463,-2068.3581506849314
75,5462.362758904109,1069.117393843891,7472.73840109589,1147.4622920202655,0.41134109589041096,0.14787698596068857,0.41130000000000005,-2010.3756421917808
76,5566.10663890411,1139.318046518153,7393.417236986301,1142.7355675481442,0.5682405479452055,0.15198972528794674,0.5682,-1827.3105980821917
77,5725.754794520548,1259.1623841459461,7312.79794520548,1122.2341169310625,0.8278586301369864,0.16368215904742342,0.8279,-1587.0431506849316
78,5739.495671506849,1272.3120432155533,7194.541004931507,1107.447232174437,0.8635953424657535,0.16180480661983052,0.8636,-1455.0453334246577
79,5714.683625205479,1248.7258491963682,7053.137065753425,1097.2226088955424,0.8415671232876712,0.1575156969805651,0.8416000000000001,-1338.453440547945
80,5717.850520547945,1249.2191097325087,6910.406404109589,1092.2060508468733,0.8617860273972603,0.15496017105024873,0.8618,-1192.555883561644
81,5708.248626575343,1260.793082994174,6772.407483013699,1102.2756886495408,0.862324109589041,0.15164529724120215,0.8623,-1064.1588564383562
82,5696.918242739726,1267.633379983718,6607.36001150685,1103.8403427337203,0.9025854794520547,0.16790128324389916,0.9026000000000001,-910.4417687671233
83,5692.298301369863,1264.053752002245,6412.50852739726,1091.7223304614913,0.9754490410958905,0.21424271444499418,0.9754,-720.2102260273972
84,5687.12908,1264.871957047762,6214.015801095891,1085.5478962389716,1.0002054794520547,0.21969655564732854,1.0002,-526.8867210958904
85,5678.961982465754,1273.840060185607,6000.711209315068,1079.928358976746,0.9977819178082192,0.20752669059544768,0.9978,-321.74922684931505
86,5669.450767123288,1279.385463537884,5766.9815753424655,1072.9005003061866,1.0270865753424656,0.2096950015925744,1.0271,-97.53080821917808
87,5664.194844383562,1266.6931905082222,5521.50658,1074.9507289000226,1.090606301369863,0.21908903325623275,1.0906,142.68826438356163
88,5672.701132876712,1268.206787709218,5268.781015616439,1069.5189023153641,0.9376180821917808,0.18881280412569057,0.9376,403.920117260274
89,5682.254356164383,1283.1637621367422,5009.715205479452,1058.9463904745935,0.6694043835616439,0.15082152370831772,0.6694,672.5391506849315
90,5669.0195243835615,1279.8890916116259,4743.448423835616,1057.5886393163062,0.6599739726027397,0.1455531252164445,0.66,925.5711005479451
91,5656.365147123287,1280.7727159825843,4471.223961917808,1063.9967111192802,0.7217131506849315,0.14826664201457018,0.7217,1185.1411852054794
92,5657.086712328767,1293.566579582508,4188.2025,1064.4755147606234,0.730755890410959,0.1497051260971654,0.7308,1468.8842123287673
93,5662.600758904109,1294.763277245387,3889.3931205479453,1050.3254113747719,0.7534054794520548,0.14854307057566493,0.7534,1773.2076383561646
94,5669.259557534247,1294.4194045228062,3594.594639178082,1049.8289140466654,0.7823328767123287,0.14704069618216167,0.7822999999999999,2074.6649183561644
95,5673.4767123287675,1299.2310178324526,3303.887773972603,1062.3666099271688,0.8055224657534246,0.14632784314926725,0.8055,2369.5889383561644
96,5671.014555616438,1306.5371141537623,2998.424654794521,1060.3824148244905,0.82714,0.14666740010222878,0.8271000000000001,2672.589900821918
97,5661.5926443835615,1318.6817024913323,2687.413112876712,1055.1587492824244,0.8519134246575343,0.1477608054119453,0.8518999999999999,2974.17953150685
98,5665.892246575342,1311.814994237136,2383.1779109589042,1055.399717447904,0.8790728767123288,0.14643070541242673,0.8790999999999999,3282.7143356164383
99,5689.037155342466,1279.9107068669437,2089.1245602739727,1056.4679343236635,0.9024243835616439,0.14187859840028122,0.9024,3599.912595068493
100,5603.661364383562,1404.9474480765211,1791.0829265753425,1050.7969765275188,0.9162898630136986,0.15308245724327957,0.9163,3812.578437808219
101,5466.712356164384,1617.3531641976153,1501.7282876712327,1023.113855724218,0.9263846575342466,0.17090495265171549,0.9264000000000001,3964.984068493151
102,5467.39386630137,1642.6663982981463,1255.1723446575343,959.7831728816079,0.9461676712328767,0.16690740111027472,0.9462,4212.221521643835
103,5464.727020547945,1593.272790004111,1036.3322613698629,873.7231761537794,0.9741663013698629,0.15963745064049611,0.9742,4428.394759178082
104,5492.445808219178,1624.4240140288293,836.7774657534247,774.665669289492,0.9862210958904111,0.1646605770218523,0.9861999999999999,4655.668342465754
105,5621.730768767123,1710.6752509008336,665.2313175342466,669.8649016741504,0.9759786301369863,0.170575758952069,0.976,4956.499451232877
106,5091.212649589041,1394.640501809635,516.6757632876712,566.8163041039601,1.0741761643835617,0.1357089923756759,1.0742,4574.53688630137
107,4208.568849315068,901.3352918850853,386.6730821917808,465.77986820742,1.2312750684931506,0.08650321316402834,1.2313,3821.895767123288
108,4122.761076986301,845.852654961946,275.7932994520548,363.3104366902674,1.2560512328767124,0.07997487125851786,1.2561,3846.9677775342466
109,4255.935768493151,914.1181233233232,182.9526109589041,266.2427623934527,1.2446528767123288,0.0877853295942808,1.2447,4072.983157534247
110,4225.952410958905,913.3273461283903,108.34140410958905,179.483424055858,1.2545246575342466,0.09012978886519786,1.2545,4117.611006849315
111,4233.3384501369865,922.7793292248614,54.312083287671236,102.29029614961503,1.252178904109589,0.0897587576853275,1.2522,4179.026366849315
112,4246.462453424658,919.4489102318597,18.656919726027397,40.70881644335923,1.2881276712328769,0.1103238259278754,1.2881,4227.80553369863
113,4239.179452054795,906.9169014959027,0.27534246575342464,1.2798844783805285,1.3465827397260275,0.16486438667120717,1.3466,4238.904109589041
114,4244.668373698631,923.3762976082264,0.2295895890410959,0.7164624668674383,1.352309315068493,0.16901939813511987,1.3523,4244.4387841095895
115,4251.918728219178,928.2806537691318,0.6007408219178082,1.3183219195330478,1.3444901369863014,0.1591241914639226,1.3445,4251.31798739726
116,4256.681287671233,910.7217226667398,0.0,0.0,1.3482487671232877,0.16345443169766807,1.3483,4256.681287671233
117,4267.394735068493,902.7921961033552,0.01644986301369863,0.05145009724820074,1.348950684931507,0.16257151015165947,1.349,4267.37828520548
118,4269.9750315068495,915.2981712516464,0.04310438356164384,0.09466309219905952,1.3473123287671234,0.16234249234292103,1.3473,4269.931927123287
119,4268.670164383562,929.1091588924763,0.0,0.0,1.348163287671233,0.1651561171864566,1.3482,4268.670164383562
120,4282.224460273973,916.9870204092151,0.0011495890410958905,0.0037026543932594533,1.3513334246575341,0.16642909383676716,1.3513,4282.223310684932
121,4291.704944109589,906.1860810546771,0.0030690410958904113,0.006805690121804015,1.3400183561643835,0.16268586975232552,1.34,4291.701875068493
122,4291.361068493151,910.4505318137284,0.0,0.0,1.3489093150684932,0.16198406267698917,1.3489,4291.361068493151
123,4293.918153424657,910.231304849683,4.0821917808219176e-05,0.0002238631439308347,1.3952457534246576,0.17167605247756518,1.3952,4293.91811260274
124,4295.2135186301375,905.3609745679179,0.00018164383561643834,0.0004808046532186187,1.2226331506849315,0.13715898580488214,1.2226,4295.213336986301
125,4302.030712328767,903.032815656352,0.0,0.0,0.9331597260273973,0.0979324298616452,0.9332,4302.030712328767
126,4320.96182520548,906.3032712138834,0.0,0.0,0.9068391780821918,0.09226509539903441,0.9068,4320.96182520548
127,4302.329183287671,902.5914388881587,0.0,0.0,0.9371194520547946,0.09355172089927273,0.9371000000000002,4302.329183287671
128,4322.675835616438,902.6600851763212,0.0,0.0,0.9370676712328767,0.09598149802419509,0.9371000000000002,4322.675835616438
129,4428.808330136986,919.8824510465754,0.0,0.0,0.9870958904109589,0.09680419860564037,0.9871,4428.808330136986
130,4030.161435342466,819.8984087588696,0.0,0.0,0.7764457534246575,0.08665922564784481,0.7763999999999999,4030.161435342466
131,3362.7419452054796,677.9258471271568,0.0,0.0,0.4209175342465753,0.07467136806158751,0.4209,3362.7419452054796
132,3309.3933638356166,673.0922397458579,0.0,0.0,0.38586739726027397,0.07628521024597802,0.38589999999999997,3309.3933638356166
133,3412.9562613698627,686.2228679376518,0.0,0.0,0.43682164383561645,0.07638671636384711,0.4368,3412.9562613698627
134,3381.9312602739724,666.867837155514,0.0,0.0,0.41980246575342467,0.07148947067212263,0.4198,3381.9312602739724
135,3386.559207671233,659.3112311784973,0.0,0.0,0.41858493150684933,0.06933483749096946,0.4186,3386.559207671233
136,3400.484604109589,652.5748268161188,0.0,0.0,0.4240512328767123,0.06963351535997539,0.4240999999999999,3400.484604109589
137,3399.242602739726,639.6160859114385,0.0,0.0,0.42366575342465757,0.07045607824249554,0.42369999999999997,3399.242602739726
138,3406.980872054795,631.2374409604463,0.0,0.0,0.42478191780821917,0.06764847245860199,0.42479999999999996,3406.980872054795
139,3416.1518219178083,628.3869439542609,0.0,0.0,0.42404575342465756,0.06784089227456663,0.424,3416.1518219178083
140,3421.9811232876714,633.737747845325,0.0,0.0,0.4220134246575342,0.07122411703037099,0.422,3421.9811232876714
141,3429.692305205479,648.5228837250277,0.0,0.0,0.42401698630136986,0.07061355624848177,0.424,3429.692305205479
142,3439.0610131506846,578.41204083528,0.0,0.0,0.4271490410958904,0.06457364081700594,0.4270999999999999,3439.0610131506846
143,3444.725890410959,626.7300815378928,0.0,0.0,0.4275789041095891,0.07128008228575397,0.4276,3444.725890410959
