date,slot,load_kW,pv_actual_kW,price_realtime,price_typical,load_typical,pv_forecast_typical,issue_date,issue_time,lead_time_hours,pv_forecast_op_kW,month,dayofweek,is_weekend,season,net_load_actual_kW,net_load_forecast_kW,time_str
2025-01-01,20,4179.18,0.0,0.4669,0.4356,3544.8808,0.0,2025-01-01,00:00:00,3.5,0.0,1,2,False,Winter,4179.18,4179.18,03:30
2025-01-01,21,3953.3711,0.0,0.4501,0.4353,3541.2787,0.0,2025-01-01,00:00:00,3.6666666666666665,0.0,1,2,False,Winter,3953.3711,3953.3711,03:40
2025-01-01,22,3910.7496,0.0,0.4608,0.436,3546.3976,0.0,2025-01-01,00:00:00,3.8333333333333335,0.0,1,2,False,Winter,3910.7496,3910.7496,03:50
2025-01-01,23,4099.31,0.0,0.4927,0.4378,3560.207,0.0,2025-01-01,00:00:00,4.0,0.0,1,2,False,Winter,4099.31,4099.31,04:00
2025-01-01,24,4123.8623,0.0,0.4976,0.4401,3561.9581,0.0,2025-01-01,00:00:00,4.166666666666667,0.0,1,2,False,Winter,4123.8623,4123.8623,04:10
2025-01-01,25,4169.0068,0.0,0.4889,0.4389,3556.7183,0.0,2025-01-01,00:00:00,4.333333333333333,0.0,1,2,False,Winter,4169.0068,4169.0068,04:20
2025-01-01,26,4260.24,0.0,0.4885,0.4364,3560.0272,0.0,2025-01-01,00:00:00,4.5,0.0,1,2,False,Winter,4260.24,4260.24,04:30
2025-01-01,27,4217.2222,0.0,0.5042,0.4393,3580.654,0.5994,2025-01-01,00:00:00,4.666666666666667,0.0,1,2,False,Winter,4217.2222,4217.2222,04:40
2025-01-01,28,4261.857,0.0,0.5178,0.4422,3586.916,0.2345,2025-01-01,00:00:00,4.833333333333333,0.0,1,2,False,Winter,4261.857,4261.857,04:50
2025-01-01,29,4341.9,0.0,0.5042,0.4395,3571.2635,0.2885,2025-01-01,00:00:00,5.0,0.0,1,2,False,Winter,4341.9,4341.9,05:00
2025-01-01,30,4208.2208,0.0021,0.4639,0.4333,3562.3171,18.6781,2025-01-01,00:00:00,5.166666666666667,0.0,1,2,False,Winter,4208.2187,4208.2208,05:10
2025-01-01,31,4302.1233,0.0,0.4899,0.4439,3591.3809,54.4698,2025-01-01,00:00:00,5.333333333333333,0.0,1,2,False,Winter,4302.1233,4302.1233,05:20
2025-01-01,32,4456.59,0.0,0.5194,0.4301,3579.7045,108.9718,2025-01-01,00:00:00,5.5,0.0,1,2,False,Winter,4456.59,4456.59,05:30
2025-01-01,33,4148.637,0.0299,0.4459,0.3713,3486.119,184.1603,2025-01-01,00:00:00,5.666666666666667,0.0,1,2,False,Winter,4148.607099999999,4148.637,05:40
2025-01-01,34,4498.1333,0.0,0.6726,0.5708,3823.8994,277.0582,2025-01-01,00:00:00,5.833333333333333,0.0,1,2,False,Winter,4498.1333,4498.1333,05:50
2025-01-01,35,5369.38,0.0,1.0693,0.9099,4398.0727,388.5494,2025-01-01,00:00:00,6.0,0.0,1,2,False,Winter,5369.38,5369.38,06:00
2025-01-01,36,5440.8991,0.4169,1.0696,0.9368,4454.0123,521.2803,2025-01-01,00:00:00,6.166666666666667,0.51955,1,2,False,Winter,5440.4821999999995,5440.37955,06:10
2025-01-01,37,5316.893,0.0,0.9974,0.8758,4371.7919,672.7677,2025-01-01,00:00:00,6.333333333333333,1.0391,1,2,False,Winter,5316.893,5315.8539,06:20
2025-01-01,38,5399.82,0.0,1.0451,0.8759,4392.953,844.2261,2025-01-01,00:00:00,6.5,1.55865,1,2,False,Winter,5399.82,5398.26135,06:30
2025-01-01,39,5447.4007,5.8062,1.0684,0.8601,4384.5956,1039.6744,2025-01-01,00:00:00,6.666666666666667,2.0782,1,2,False,Winter,5441.5945,5445.3225,06:40
2025-01-01,40,5444.401,0.0,1.0267,0.8442,4434.7757,1259.3375,2025-01-01,00:00:00,6.833333333333333,2.5977500000000004,1,2,False,Winter,5444.401,5441.80325,06:50
2025-01-01,41,5433.63,3.075,0.9814,0.8334,4523.4561,1508.6318,2025-01-01,06:00:00,1.0,3.0919,1,2,False,Winter,5430.555,5430.5381,07:00
2025-01-01,42,5449.2818,175.7953,1.0187,0.8092,4524.0721,1791.4107,2025-01-01,06:00:00,1.1666666666666667,267.3739,1,2,False,Winter,5273.4865,5181.9079,07:10
2025-01-01,43,5510.0042,421.496,1.0362,0.7972,4545.8867,2085.4865,2025-01-01,06:00:00,1.3333333333333333,531.6559,1,2,False,Winter,5088.5082,4978.348300000001,07:20
2025-01-01,44,5476.0,677.1,0.967,0.7644,4523.2418,2381.2611,2025-01-01,06:00:00,1.5,795.9379,1,2,False,Winter,4798.9,4680.0621,07:30
2025-01-01,45,5329.4215,950.8112,0.893,0.6899,4383.3566,2683.1752,2025-01-01,06:00:00,1.6666666666666667,1060.2198999999998,1,2,False,Winter,4378.6103,4269.2016,07:40
2025-01-01,46,6084.1163,1255.5705,1.136,0.86,4910.4599,2986.3552,2025-01-01,06:00:00,1.8333333333333333,1324.5019,1,2,False,Winter,4828.5458,4759.6143999999995,07:50
2025-01-01,47,7316.0,1592.2875,1.5209,1.1617,5799.7327,3289.204,2025-01-01,06:00:00,2.0,1588.7839,1,2,False,Winter,5723.7125,5727.2161,08:00
2025-01-01,48,7469.4947,1937.5212,1.5206,1.1683,5884.826,3593.3613,2025-01-01,06:00:00,2.1666666666666665,1873.6514666666667,1,2,False,Winter,5531.9735,5595.843233333333,08:10
2025-01-01,49,7225.691,2225.1261,1.4132,1.0956,5748.0713,3890.7332,2025-01-01,06:00:00,2.3333333333333335,2158.519033333333,1,2,False,Winter,5000.564899999999,5067.171966666667,08:20
2025-01-01,50,7216.13,2490.1125,1.3895,1.0849,5769.0581,4181.3417,2025-01-01,06:00:00,2.5,2443.3866,1,2,False,Winter,4726.0175,4772.7434,08:30
2025-01-01,51,7361.7004,2826.3146,1.361,1.061,5754.2105,4471.7657,2025-01-01,06:00:00,2.6666666666666665,2728.2541666666666,1,2,False,Winter,4535.3858,4633.446233333333,08:40
2025-01-01,52,7275.513,3122.1315,1.3028,1.043,5824.1807,4752.8272,2025-01-01,06:00:00,2.8333333333333335,3013.1217333333334,1,2,False,Winter,4153.3814999999995,4262.3912666666665,08:50
2025-01-01,53,7077.29,3350.9625,1.2562,1.036,5954.2601,5021.9074,2025-01-01,06:00:00,3.0,3297.9893,1,2,False,Winter,3726.3275,3779.3007,09:00
2025-01-01,54,7221.8762,3601.7977,1.2749,1.0147,5958.9696,5285.4126,2025-01-01,06:00:00,3.1666666666666665,3530.3623166666666,1,2,False,Winter,3620.0784999999996,3691.513883333333,09:10
2025-01-01,55,7229.5513,3875.6352,1.2735,0.9922,5929.5554,5543.1742,2025-01-01,06:00:00,3.3333333333333335,3762.7353333333335,1,2,False,Winter,3353.9161,3466.8159666666666,09:20
2025-01-01,56,7099.33,4149.825,1.2135,0.97,5923.7828,5788.4093,2025-01-01,06:00:00,3.5,3995.10835,1,2,False,Winter,2949.505,3104.22165,09:30
2025-01-01,57,7297.1521,4403.4802,1.1586,0.9422,5907.586,6012.1304,2025-01-01,06:00:00,3.6666666666666665,4227.481366666667,1,2,False,Winter,2893.6719000000003,3069.6707333333334,09:40
2025-01-01,58,7313.1756,4624.7505,1.2464,0.9569,5899.1262,6216.1528,2025-01-01,06:00:00,3.8333333333333335,4459.854383333333,1,2,False,Winter,2688.4250999999995,2853.3212166666663,09:50
2025-01-01,59,7099.46,4836.6375,1.3947,0.9977,5902.2196,6409.5941,2025-01-01,06:00:00,4.0,4692.2274,1,2,False,Winter,2262.8225,2407.2326000000003,10:00
2025-01-01,60,7125.5214,5080.7024,1.3761,0.9919,5897.4793,6599.3808,2025-01-01,06:00:00,4.166666666666667,4780.2544,1,2,False,Winter,2044.8189999999995,2345.267,10:10
2025-01-01,61,7096.3104,5338.7528,1.3294,0.9588,5886.7568,6766.7204,2025-01-01,06:00:00,4.333333333333333,4868.2814,1,2,False,Winter,1757.5576,2228.0290000000005,10:20
2025-01-01,62,6986.17,5494.725,1.3646,0.9549,5873.4708,6914.5923,2025-01-01,06:00:00,4.5,4956.3084,1,2,False,Winter,1491.4449999999997,2029.8616000000002,10:30
2025-01-01,63,7098.9702,5437.9778,1.4099,0.9839,5858.0308,7064.2053,2025-01-01,06:00:00,4.666666666666667,5044.3354,1,2,False,Winter,1660.9924,2054.6348,10:40
2025-01-01,64,7193.993,5396.2126,1.1773,0.799,5844.9948,7197.4315,2025-01-01,06:00:00,4.833333333333333,5132.3624,1,2,False,Winter,1797.7804000000006,2061.6306000000004,10:50
2025-01-01,65,7135.18,5372.1,0.806,0.5025,5839.0587,7303.1142,2025-01-01,06:00:00,5.0,5220.3894,1,2,False,Winter,1763.08,1914.7906000000003,11:00
2025-01-01,66,7042.947,5182.9722,0.7483,0.4662,5838.7103,7387.6848,2025-01-01,06:00:00,5.166666666666667,5196.7743666666665,1,2,False,Winter,1859.9748,1846.1726333333336,11:10
2025-01-01,67,7069.1675,5131.5011,0.7981,0.5007,5823.4378,7459.227,2025-01-01,06:00:00,5.333333333333333,5173.159333333333,1,2,False,Winter,1937.6663999999992,1896.0081666666665,11:20
2025-01-01,68,7129.17,5294.775,0.7929,0.4827,5814.7932,7520.7191,2025-01-01,06:00:00,5.5,5149.5443,1,2,False,Winter,1834.3950000000004,1979.6257000000005,11:30
2025-01-01,69,6971.0393,5434.7444,0.7713,0.4785,5832.3951,7568.2039,2025-01-01,06:00:00,5.666666666666667,5125.929266666667,1,2,False,Winter,1536.2949000000008,1845.1100333333334,11:40
2025-01-01,70,6648.4937,5455.5011,0.726,0.4662,5712.901,7592.1539,2025-01-01,06:00:00,5.833333333333333,5102.3142333333335,1,2,False,Winter,1192.9925999999996,1546.1794666666665,11:50
2025-01-01,71,6471.29,5331.7125,0.7133,0.4432,5519.4607,7601.0433,2025-01-01,06:00:00,6.0,5078.6992,1,2,False,Winter,1139.5775000000003,1392.5908,12:00
2025-01-01,72,6681.1855,5126.6533,0.8026,0.4411,5494.7907,7612.316,2025-01-01,06:00:00,6.166666666666667,5117.949383333334,1,2,False,Winter,1554.5321999999996,1563.236116666666,12:10
2025-01-01,73,6585.2714,5118.4895,0.8183,0.4551,5514.4524,7602.6524,2025-01-01,06:00:00,6.333333333333333,5157.199566666667,1,2,False,Winter,1466.7819,1428.0718333333325,12:20
2025-01-01,74,6283.97,5302.575,0.7305,0.4463,5485.829,7554.1872,2025-01-01,06:00:00,6.5,5196.44975,1,2,False,Winter,981.3950000000004,1087.5202500000005,12:30
2025-01-01,75,6547.9322,5399.7996,0.712,0.4113,5462.3628,7472.7384,2025-01-01,06:00:00,6.666666666666667,5235.699933333333,1,2,False,Winter,1148.1326,1312.2322666666669,12:40
2025-01-01,76,6747.6789,5377.6488,0.903,0.5682,5566.1066,7393.4172,2025-01-01,06:00:00,6.833333333333333,5274.950116666667,1,2,False,Winter,1370.0301,1472.728783333333,12:50
2025-01-01,77,6682.36,5261.8125,1.1525,0.8279,5725.7548,7312.7979,2025-01-01,12:00:00,1.0,5330.4298,1,2,False,Winter,1420.5474999999997,1351.9301999999998,13:00
2025-01-01,78,6790.9628,5097.6164,1.1607,0.8636,5739.4957,7194.541,2025-01-01,12:00:00,1.1666666666666667,5200.234483333334,1,2,False,Winter,1693.3464000000004,1590.7283166666666,13:10
2025-01-01,79,6916.0165,5029.4534,1.1437,0.8416,5714.6836,7053.1371,2025-01-01,12:00:00,1.3333333333333333,5070.0391666666665,1,2,False,Winter,1886.5630999999994,1845.9773333333333,13:20
2025-01-01,80,6834.78,5043.8625,1.1537,0.8618,5717.8505,6910.4064,2025-01-01,12:00:00,1.5,4939.843849999999,1,2,False,Winter,1790.9174999999996,1894.9361500000005,13:30
2025-01-01,81,6546.5252,4973.5844,1.0571,0.8623,5708.2486,6772.4075,2025-01-01,12:00:00,1.6666666666666667,4809.648533333333,1,2,False,Winter,1572.9408000000003,1736.876666666667,13:40
2025-01-01,82,6539.873,4769.7524,1.1423,0.9026,5696.9182,6607.36,2025-01-01,12:00:00,1.8333333333333333,4679.453216666667,1,2,False,Winter,1770.1205999999993,1860.4197833333328,13:50
2025-01-01,83,6773.97,4478.625,1.3627,0.9754,5692.2983,6412.5085,2025-01-01,12:00:00,2.0,4549.2579,1,2,False,Winter,2295.3450000000003,2224.7121000000006,14:00
2025-01-01,84,6736.8117,4209.3909,1.363,1.0002,5687.1291,6214.0158,2025-01-01,12:00:00,2.1666666666666665,4351.970116666666,1,2,False,Winter,2527.4208,2384.841583333334,14:10
2025-01-01,85,6623.3813,4060.4316,1.3215,0.9978,5678.962,6000.7112,2025-01-01,12:00:00,2.3333333333333335,4154.682333333333,1,2,False,Winter,2562.9497,2468.698966666667,14:20
2025-01-01,86,6548.98,3934.425,1.3884,1.0271,5669.4508,5766.9816,2025-01-01,12:00:00,2.5,3957.39455,1,2,False,Winter,2614.5549999999994,2591.5854499999996,14:30
2025-01-01,87,6398.5627,3648.1229,1.4736,1.0906,5664.1948,5521.5066,2025-01-01,12:00:00,2.6666666666666665,3760.1067666666668,1,2,False,Winter,2750.4398000000006,2638.4559333333336,14:40
2025-01-01,88,6196.5854,3431.0164,1.2203,0.9376,5672.7011,5268.781,2025-01-01,12:00:00,2.8333333333333335,3562.818983333333,1,2,False,Winter,2765.569,2633.766416666667,14:50
2025-01-01,89,6154.69,3327.3375,0.8295,0.6694,5682.2544,5009.7152,2025-01-01,12:00:00,3.0,3365.5312,1,2,False,Winter,2827.3524999999995,2789.1587999999997,15:00
2025-01-01,90,6459.5818,3139.1175,0.8782,0.66,5669.0195,4743.4484,2025-01-01,12:00:00,3.1666666666666665,3055.3119333333334,1,2,False,Winter,3320.4643,3404.2698666666665,15:10
2025-01-01,91,6622.8857,2860.4253,0.974,0.7217,5656.3651,4471.224,2025-01-01,12:00:00,3.3333333333333335,2745.0926666666664,1,2,False,Winter,3762.4604,3877.7930333333334,15:20
2025-01-01,92,6493.61,2505.0,0.9257,0.7308,5657.0867,4188.2025,2025-01-01,12:00:00,3.5,2434.8734,1,2,False,Winter,3988.6099999999997,4058.7365999999997,15:30
2025-01-01,93,6375.0516,2089.695,0.9368,0.7534,5662.6008,3889.3931,2025-01-01,12:00:00,3.6666666666666665,2124.6541333333334,1,2,False,Winter,4285.356599999999,4250.397466666666,15:40
2025-01-01,94,6354.113,1762.1562,0.9885,0.7823,5669.2596,3594.5946,2025-01-01,12:00:00,3.8333333333333335,1814.4348666666665,1,2,False,Winter,4591.9568,4539.678133333334,15:50
2025-01-01,95,6404.25,1525.8,1.0236,0.8055,5673.4767,3303.8878,2025-01-01,12:00:00,4.0,1504.2156,1,2,False,Winter,4878.45,4900.0344000000005,16:00
2025-01-01,96,6444.972,1249.2025,1.0256,0.8271,5671.0146,2998.4247,2025-01-01,12:00:00,4.166666666666667,1253.9900333333333,1,2,False,Winter,5195.769499999999,5190.981966666666,16:10
2025-01-01,97,6399.4586,968.2219,1.0518,0.8519,5661.5926,2687.4131,2025-01-01,12:00:00,4.333333333333333,1003.7644666666667,1,2,False,Winter,5431.2366999999995,5395.694133333333,16:20
2025-01-01,98,6292.15,706.6125,1.0918,0.8791,5665.8922,2383.1779,2025-01-01,12:00:00,4.5,753.5389,1,2,False,Winter,5585.537499999999,5538.6111,16:30
2025-01-01,99,6236.9153,440.4383,1.0866,0.9024,5689.0372,2089.1246,2025-01-01,12:00:00,4.666666666666667,503.3133333333334,1,2,False,Winter,5796.477,5733.601966666666,16:40
2025-01-01,100,6299.9437,180.885,1.1196,0.9163,5603.6614,1791.0829,2025-01-01,12:00:00,4.833333333333333,253.08776666666654,1,2,False,Winter,6119.0587,6046.855933333333,16:50
2025-01-01,101,6389.06,2.9625,1.1821,0.9264,5466.7124,1501.7283,2025-01-01,12:00:00,5.0,2.8622,1,2,False,Winter,6386.097500000001,6386.197800000001,17:00
2025-01-01,102,6325.1833,0.0,1.1719,0.9462,5467.3939,1255.1723,2025-01-01,12:00:00,5.166666666666667,2.3851666666666667,1,2,False,Winter,6325.1833,6322.798133333333,17:10
2025-01-01,103,6169.4734,5.9578,1.1271,0.9742,5464.727,1036.3323,2025-01-01,12:00:00,5.333333333333333,1.9081333333333335,1,2,False,Winter,6163.5156,6167.5652666666665,17:20
2025-01-01,104,6191.99,0.0,1.1001,0.9862,5492.4458,836.7775,2025-01-01,12:00:00,5.5,1.4311,1,2,False,Winter,6191.99,6190.5589,17:30
2025-01-01,105,6464.5067,0.0,1.1206,0.976,5621.7308,665.2313,2025-01-01,12:00:00,5.666666666666667,0.9540666666666668,1,2,False,Winter,6464.5067,6463.552633333334,17:40
2025-01-01,106,5764.0309,0.4277,1.2125,1.0742,5091.2126,516.6758,2025-01-01,12:00:00,5.833333333333333,0.4770333333333334,1,2,False,Winter,5763.6032,5763.553866666666,17:50
2025-01-01,107,4529.45,0.0,1.3246,1.2313,4208.5688,386.6731,2025-01-01,12:00:00,6.0,0.0,1,2,False,Winter,4529.45,4529.45,18:00
2025-01-01,108,4490.5328,0.0,1.3543,1.2561,4122.7611,275.7933,2025-01-01,12:00:00,6.166666666666667,0.0,1,2,False,Winter,4490.5328,4490.5328,18:10
2025-01-01,109,4644.0206,0.0307,1.2951,1.2447,4255.9358,182.9526,2025-01-01,12:00:00,6.333333333333333,0.0,1,2,False,Winter,4643.9899,4644.0206,18:20
2025-01-01,110,4469.21,0.0,1.2214,1.2545,4225.9524,108.3414,2025-01-01,12:00:00,6.5,0.0,1,2,False,Winter,4469.21,4469.21,18:30
2025-01-01,111,4470.465,0.0,1.2363,1.2522,4233.3384,54.3121,2025-01-01,12:00:00,6.666666666666667,0.0,1,2,False,Winter,4470.465,4470.465,18:40
2025-01-01,112,4510.8756,0.0022,1.3339,1.2881,4246.4625,18.6569,2025-01-01,12:00:00,6.833333333333333,0.0,1,2,False,Winter,4510.8734,4510.8756,18:50
2025-01-01,113,4486.17,0.0,1.4613,1.3466,4239.1795,0.2753,2025-01-01,18:00:00,1.0,0.0,1,2,False,Winter,4486.17,4486.17,19:00
2025-01-01,114,4471.7293,0.0,1.5521,1.3523,4244.6684,0.2296,2025-01-01,18:00:00,1.1666666666666667,0.0,1,2,False,Winter,4471.7293,4471.7293,19:10
2025-01-01,115,4439.8235,0.0,1.5622,1.3445,4251.9187,0.6007,2025-01-01,18:00:00,1.3333333333333333,0.0,1,2,False,Winter,4439.8235,4439.8235,19:20
2025-01-01,116,4387.19,0.0,1.5218,1.3483,4256.6813,0.0,2025-01-01,18:00:00,1.5,0.0,1,2,False,Winter,4387.19,4387.19,19:30
2025-01-01,117,4347.9765,0.0,1.5047,1.349,4267.3947,0.0,2025-01-01,18:00:00,1.6666666666666667,0.0,1,2,False,Winter,4347.9765,4347.9765,19:40
2025-01-01,118,4300.6345,0.0,1.4843,1.3473,4269.975,0.0,2025-01-01,18:00:00,1.8333333333333333,0.0,1,2,False,Winter,4300.6345,4300.6345,19:50
2025-01-01,119,4315.99,0.0,1.4695,1.3482,4268.6702,0.0,2025-01-01,18:00:00,2.0,0.0,1,2,False,Winter,4315.99,4315.99,20:00
2025-01-01,120,4483.2744,0.0,1.4993,1.3513,4282.2245,0.0,2025-01-01,18:00:00,2.1666666666666665,0.0,1,2,False,Winter,4483.2744,4483.2744,20:10
2025-01-01,121,4551.706,0.0,1.4946,1.34,4291.7049,0.0,2025-01-01,18:00:00,2.3333333333333335,0.0,1,2,False,Winter,4551.706,4551.706,20:20
2025-01-01,122,4499.8,0.0,1.5029,1.3489,4291.3611,0.0,2025-01-01,18:00:00,2.5,0.0,1,2,False,Winter,4499.8,4499.8,20:30
2025-01-01,123,4535.0935,0.0,1.5993,1.3952,4293.9182,0.0,2025-01-01,18:00:00,2.6666666666666665,0.0,1,2,False,Winter,4535.0935,4535.0935,20:40
2025-01-01,124,4528.916,0.0,1.3716,1.2226,4295.2135,0.0,2025-01-01,18:00:00,2.8333333333333335,0.0,1,2,False,Winter,4528.916,4528.916,20:50
2025-01-01,125,4483.51,0.0,0.9601,0.9332,4302.0307,0.0,2025-01-01,18:00:00,3.0,0.0,1,2,False,Winter,4483.51,4483.51,21:00
2025-01-01,126,4548.2302,0.0,0.9485,0.9068,4320.9618,0.0,2025-01-01,18:00:00,3.1666666666666665,0.0,1,2,False,Winter,4548.2302,4548.2302,21:10
2025-01-01,127,4595.6841,0.0,1.0064,0.9371,4302.3292,0.0,2025-01-01,18:00:00,3.3333333333333335,0.0,1,2,False,Winter,4595.6841,4595.6841,21:20
2025-01-01,128,4620.9,0.0,0.9622,0.9371,4322.6758,0.0,2025-01-01,18:00:00,3.5,0.0,1,2,False,Winter,4620.9,4620.9,21:30
2025-01-01,129,4653.7148,0.0,0.947,0.9871,4428.8083,0.0,2025-01-01,18:00:00,3.6666666666666665,0.0,1,2,False,Winter,4653.7148,4653.7148,21:40
2025-01-01,130,4131.9845,0.0,0.7428,0.7764,4030.1614,0.0,2025-01-01,18:00:00,3.8333333333333335,0.0,1,2,False,Winter,4131.9845,4131.9845,21:50
2025-01-01,131,3363.0,0.0,0.4482,0.4209,3362.7419,0.0,2025-01-01,18:00:00,4.0,0.0,1,2,False,Winter,3363.0,3363.0,22:00
2025-01-01,132,3305.7588,0.0,0.4243,0.3859,3309.3934,0.0,2025-01-01,18:00:00,4.166666666666667,0.0,1,2,False,Winter,3305.7588,3305.7588,22:10
2025-01-01,133,3470.932,0.0,0.4595,0.4368,3412.9563,0.0,2025-01-01,18:00:00,4.333333333333333,0.0,1,2,False,Winter,3470.932,3470.932,22:20
2025-01-01,134,3521.37,0.0,0.4384,0.4198,3381.9313,0.0,2025-01-01,18:00:00,4.5,0.0,1,2,False,Winter,3521.37,3521.37,22:30
2025-01-01,135,3561.5279,0.0,0.4506,0.4186,3386.5592,0.0,2025-01-01,18:00:00,4.666666666666667,0.0,1,2,False,Winter,3561.5279,3561.5279,22:40
2025-01-01,136,3386.068,0.0,0.4362,0.4241,3400.4846,0.0,2025-01-01,18:00:00,4.833333333333333,0.0,1,2,False,Winter,3386.068,3386.068,22:50
2025-01-01,137,3289.99,0.0,0.4111,0.4237,3399.2426,0.0,2025-01-01,18:00:00,5.0,0.0,1,2,False,Winter,3289.99,3289.99,23:00
2025-01-01,138,3774.2552,0.0,0.459,0.4248,3406.9809,0.0,2025-01-01,18:00:00,5.166666666666667,0.0,1,2,False,Winter,3774.2552,3774.2552,23:10
2025-01-01,139,3883.62,0.0,0.4759,0.424,3416.1518,0.0,2025-01-01,18:00:00,5.333333333333333,0.0,1,2,False,Winter,3883.62,3883.62,23:20
2025-01-01,140,3525.14,0.0,0.4314,0.422,3421.9811,0.0,2025-01-01,18:00:00,5.5,0.0,1,2,False,Winter,3525.14,3525.14,23:30
2025-01-01,141,3553.5909,0.0,0.4038,0.424,3429.6923,0.0,2025-01-01,18:00:00,5.666666666666667,0.0,1,2,False,Winter,3553.5909,3553.5909,23:40
2025-01-01,142,3697.1141,0.0,0.4179,0.4271,3439.061,0.0,2025-01-01,18:00:00,5.833333333333333,0.0,1,2,False,Winter,3697.1141,3697.1141,23:50
2025-01-01,143,3696.7,0.0,0.4284,0.4276,3444.7259,0.0,2025-01-01,18:00:00,6.0,0.0,1,2,False,Winter,3696.7,3696.7,0:00+1
2025-01-02,0,3622.5509,0.0,0.3809,0.4248,3439.8466,0.0,2025-01-01,18:00:00,6.166666666666667,0.0,1,3,False,Winter,3622.5509,3622.5509,00:10
2025-01-02,1,3622.7611,0.0,0.3964,0.4245,3437.9792,0.0,2025-01-01,18:00:00,6.333333333333333,0.0,1,3,False,Winter,3622.7611,3622.7611,00:20
2025-01-02,2,3708.23,0.0,0.4654,0.4269,3444.3031,0.0,2025-01-01,18:00:00,6.5,0.0,1,3,False,Winter,3708.23,3708.23,00:30
2025-01-02,3,3750.5226,0.0,0.4542,0.4272,3454.4437,0.0,2025-01-01,18:00:00,6.666666666666667,0.0,1,3,False,Winter,3750.5226,3750.5226,00:40
2025-01-02,4,3684.9038,0.0,0.4299,0.4271,3458.8273,0.0,2025-01-01,18:00:00,6.833333333333333,0.0,1,3,False,Winter,3684.9038,3684.9038,00:50
