issue_date,issue_time,issue_datetime,target_date,target_slot,lead_time_hours,forecast_kW
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,33,5.666666666666667,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,34,5.833333333333333,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,35,6.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,36,6.166666666666667,0.51955
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,37,6.333333333333333,1.0391
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,38,6.5,1.55865
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,39,6.666666666666667,2.0782
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,40,6.833333333333333,2.5977500000000004
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,41,7.0,3.1173
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,42,7.166666666666667,269.8195
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,43,7.333333333333333,536.5217
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,44,7.5,803.2239000000001
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,45,7.666666666666667,1069.9261000000001
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,46,7.833333333333333,1336.6283000000003
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,47,8.0,1603.3305
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,48,8.166666666666666,1904.2909
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,49,8.333333333333334,2205.2513
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,50,8.5,2506.2117
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,51,8.666666666666666,2807.1721
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,52,8.833333333333334,3108.1325
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,53,9.0,3409.0929
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,54,9.166666666666666,3652.7920000000004
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,55,9.333333333333334,3896.4911
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,56,9.5,4140.1902
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,57,9.666666666666666,4383.889300000001
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,58,9.833333333333334,4627.588400000001
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,59,10.0,4871.2875
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,60,10.166666666666666,5023.591416666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,61,10.333333333333334,5175.895333333334
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,62,10.5,5328.19925
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,63,10.666666666666666,5480.503166666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,64,10.833333333333334,5632.807083333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,65,11.0,5785.111
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,66,11.166666666666666,5777.121116666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,67,11.333333333333334,5769.1312333333335
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,68,11.5,5761.14135
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,69,11.666666666666666,5753.151466666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,70,11.833333333333334,5745.1615833333335
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,71,12.0,5737.1717
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,72,12.166666666666666,5788.875816666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,73,12.333333333333334,5840.579933333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,74,12.5,5892.28405
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,75,12.666666666666666,5943.988166666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,76,12.833333333333334,5995.692283333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,77,13.0,6047.3964
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,78,13.166666666666666,5820.683083333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,79,13.333333333333334,5593.969766666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,80,13.5,5367.25645
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,81,13.666666666666666,5140.543133333334
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,82,13.833333333333334,4913.829816666666
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,83,14.0,4687.1165
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,84,14.166666666666666,4501.372566666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,85,14.333333333333334,4315.628633333334
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,86,14.5,4129.8847000000005
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,87,14.666666666666666,3944.140766666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,88,14.833333333333334,3758.3968333333332
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,89,15.0,3572.6529
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,90,15.166666666666666,3248.876816666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,91,15.333333333333334,2925.1007333333337
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,92,15.5,2601.32465
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,93,15.666666666666666,2277.548566666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,94,15.833333333333334,1953.7724833333332
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,95,16.0,1629.9964
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,96,16.166666666666668,1358.8629333333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,97,16.333333333333332,1087.7294666666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,98,16.5,816.596
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,99,16.666666666666668,545.4625333333333
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,100,16.833333333333332,274.3290666666667
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,101,17.0,3.1956
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,102,17.166666666666668,2.6630000000000003
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,103,17.333333333333332,2.1304000000000003
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,104,17.5,1.5978
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,105,17.666666666666668,1.0652000000000004
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,106,17.833333333333332,0.5326
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,107,18.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,108,18.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,109,18.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,110,18.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,111,18.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,112,18.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,113,19.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,114,19.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,115,19.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,116,19.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,117,19.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,118,19.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,119,20.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,120,20.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,121,20.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,122,20.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,123,20.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,124,20.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,125,21.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,126,21.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,127,21.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,128,21.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,129,21.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,130,21.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,131,22.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,132,22.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,133,22.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,134,22.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,135,22.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,136,22.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,137,23.0,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,138,23.166666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,139,23.333333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,140,23.5,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,141,23.666666666666668,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,142,23.833333333333332,0.0
2025-01-01,00:00:00,2025-01-01 00:00:00,2025-01-01,143,24.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,41,1.0,3.0919
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,42,1.1666666666666667,267.3739
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,43,1.3333333333333333,531.6559
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,44,1.5,795.9379
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,45,1.6666666666666667,1060.2198999999998
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,46,1.8333333333333333,1324.5019
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,47,2.0,1588.7839
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,48,2.1666666666666665,1873.6514666666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,49,2.3333333333333335,2158.519033333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,50,2.5,2443.3866
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,51,2.6666666666666665,2728.2541666666666
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,52,2.8333333333333335,3013.1217333333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,53,3.0,3297.9893
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,54,3.1666666666666665,3530.3623166666666
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,55,3.3333333333333335,3762.7353333333335
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,56,3.5,3995.10835
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,57,3.6666666666666665,4227.481366666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,58,3.8333333333333335,4459.854383333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,59,4.0,4692.2274
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,60,4.166666666666667,4780.2544
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,61,4.333333333333333,4868.2814
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,62,4.5,4956.3084
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,63,4.666666666666667,5044.3354
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,64,4.833333333333333,5132.3624
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,65,5.0,5220.3894
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,66,5.166666666666667,5196.7743666666665
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,67,5.333333333333333,5173.159333333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,68,5.5,5149.5443
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,69,5.666666666666667,5125.929266666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,70,5.833333333333333,5102.3142333333335
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,71,6.0,5078.6992
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,72,6.166666666666667,5117.949383333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,73,6.333333333333333,5157.199566666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,74,6.5,5196.44975
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,75,6.666666666666667,5235.699933333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,76,6.833333333333333,5274.950116666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,77,7.0,5314.2003
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,78,7.166666666666667,5234.119283333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,79,7.333333333333333,5154.038266666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,80,7.5,5073.95725
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,81,7.666666666666667,4993.876233333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,82,7.833333333333333,4913.795216666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,83,8.0,4833.7142
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,84,8.166666666666666,4626.101416666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,85,8.333333333333334,4418.488633333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,86,8.5,4210.87585
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,87,8.666666666666666,4003.263066666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,88,8.833333333333334,3795.6502833333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,89,9.0,3588.0375
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,90,9.166666666666666,3266.7040666666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,91,9.333333333333334,2945.3706333333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,92,9.5,2624.0371999999998
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,93,9.666666666666666,2302.7037666666665
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,94,9.833333333333334,1981.3703333333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,95,10.0,1660.0369
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,96,10.166666666666666,1383.8700666666668
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,97,10.333333333333334,1107.7032333333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,98,10.5,831.5364000000001
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,99,10.666666666666666,555.3695666666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,100,10.833333333333334,279.2027333333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,101,11.0,3.0359
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,102,11.166666666666666,2.529916666666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,103,11.333333333333334,2.0239333333333334
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,104,11.5,1.51795
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,105,11.666666666666666,1.011966666666667
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,106,11.833333333333334,0.505983333333333
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,107,12.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,108,12.166666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,109,12.333333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,110,12.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,111,12.666666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,112,12.833333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,113,13.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,114,13.166666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,115,13.333333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,116,13.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,117,13.666666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,118,13.833333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,119,14.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,120,14.166666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,121,14.333333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,122,14.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,123,14.666666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,124,14.833333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,125,15.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,126,15.166666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,127,15.333333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,128,15.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,129,15.666666666666666,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,130,15.833333333333334,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,131,16.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,132,16.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,133,16.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,134,16.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,135,16.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,136,16.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,137,17.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,138,17.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,139,17.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,140,17.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,141,17.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,142,17.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-01,143,18.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,0,18.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,1,18.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,2,18.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,3,18.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,4,18.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,5,19.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,6,19.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,7,19.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,8,19.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,9,19.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,10,19.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,11,20.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,12,20.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,13,20.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,14,20.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,15,20.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,16,20.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,17,21.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,18,21.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,19,21.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,20,21.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,21,21.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,22,21.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,23,22.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,24,22.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,25,22.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,26,22.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,27,22.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,28,22.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,29,23.0,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,30,23.166666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,31,23.333333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,32,23.5,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,33,23.666666666666668,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,34,23.833333333333332,0.0
2025-01-01,06:00:00,2025-01-01 06:00:00,2025-01-02,35,24.0,0.0
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,77,1.0,5330.4298
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,78,1.1666666666666667,5200.234483333334
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,79,1.3333333333333333,5070.0391666666665
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,80,1.5,4939.843849999999
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,81,1.6666666666666667,4809.648533333333
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,82,1.8333333333333333,4679.453216666667
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,83,2.0,4549.2579
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,84,2.1666666666666665,4351.970116666666
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,85,2.3333333333333335,4154.682333333333
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,86,2.5,3957.39455
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,87,2.6666666666666665,3760.1067666666668
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,88,2.8333333333333335,3562.818983333333
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,89,3.0,3365.5312
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,90,3.1666666666666665,3055.3119333333334
2025-01-01,12:00:00,2025-01-01 12:00:00,2025-01-01,91,3.3333333333333335,2745.0926666666664
